trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Boyle, J R","1","0","0","0","0","-1","2","0","1","0","50","-2","6","1","3","16.67","50","3.5","14","3","6","21.43","42.86","4.83","386","34","105","8.81","27.2","-167.88","5","3","201","20","57","9.95","28.36","-75.21","36","8","18","22.22","22.22","-11.62","338","34","98","10.06","10.06","-119.88",
"Brennan, F J","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","107","9","23","8.41","21.5","21.41","26","5","68","8","20","11.76","29.41","55.91","5","1","2","20","20","-3.09","61","6","14","9.84","9.84","42.91",
"Bromhead, Henry De","0","0","0","0","0","0","0","0","0","0","0","0","6","2","5","33.33","83.33","1.13","10","4","8","40","80","7.63","1397","202","508","14.46","36.36","-218.5","4","2","757","115","279","15.19","36.86","-127.8","229","76","151","33.19","33.19","-32.76","547","57","166","10.42","10.42","-58.29",
"Brooke, Daniel","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","1","0","25","-4","211","21","59","9.95","27.96","-74.75","31","13","129","11","34","8.53","26.36","-52.42","28","8","20","28.57","28.57","-0.21","180","18","50","10","10","-78.75",
"Brown, G","0","0","0","0","0","0","1","1","1","100","100","5.5","4","1","1","25","25","2.5","6","1","1","16.67","16.67","0.5","156","21","48","13.46","30.77","8.32","2","1","97","13","25","13.4","25.77","3.06","16","4","10","25","25","-6.39","112","17","39","15.18","15.18","39.01",
"Browne, Michael J","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","4","0","0","0","0","-4","60","2","16","3.33","26.67","-39","157","15","32","1","7","3.13","21.88","-24","2","0","1","0","0","-2","38","2","11","5.26","5.26","-17",
"Bunyan, Darren / OLeary, G","2","0","1","0","50","-2","2","0","1","0","50","-2","5","0","2","0","40","-5","8","1","4","12.5","50","3","297","23","59","7.74","19.87","-118.01","8","6","188","14","36","7.45","19.15","-90.84","23","6","11","26.09","26.09","0.49","189","20","43","10.58","10.58","-26.34",
"Burke, K R","1","0","0","0","0","-1","17","2","5","11.76","29.41","-12.82","28","2","8","7.14","28.57","-23.82","53","5","16","9.43","30.19","-33.57","1543","238","595","15.42","38.56","-260.87","3","8","799","128","312","16.02","39.05","-102.77","257","95","160","36.96","36.96","-22.71","703","83","232","11.81","11.81","-154.09",
"Butler, John","3","0","1","0","33.33","-3","4","0","1","0","25","-4","14","2","4","14.29","28.57","-7.67","32","5","10","15.63","31.25","-13.92","987","70","225","7.09","22.8","-442.56","5","8","504","31","112","6.15","22.22","-252.08","84","26","55","30.95","30.95","-1.11","755","59","186","7.81","7.81","-321.82",
"Camacho, Miss J A","1","0","1","0","100","-1","6","0","2","0","33.33","-6","12","0","2","0","16.67","-12","23","2","5","8.7","21.74","-7.5","636","62","169","9.75","26.57","-92.14","10","14","357","31","93","8.68","26.05","-48.65","60","14","30","23.33","23.33","-6.05","518","50","143","9.65","9.65","-71.32",
"Carr, Mrs R A","2","0","0","0","0","-2","3","0","0","0","0","-3","11","1","1","9.09","9.09","-2","29","3","7","10.34","24.14","-5","869","97","258","11.16","29.69","-141.4","7","9","478","47","124","9.83","25.94","-109.92","83","25","37","30.12","30.12","5.27","818","93","247","11.37","11.37","-117.4",
"Carroll, A W","7","0","4","0","57.14","-7","18","0","9","0","50","-18","22","0","9","0","40.91","-22","43","1","12","2.33","27.91","-39","1956","178","500","9.1","25.56","-502.25","12","31","941","94","257","9.99","27.31","-238.52","174","57","111","32.76","32.76","-3.49","1618","154","425","9.52","9.52","-342.41",
"Chamings, P R","3","0","3","0","100","-3","5","0","4","0","80","-5","8","0","4","0","50","-8","10","0","5","0","50","-10","240","25","60","10.42","25","-30.17","21","17","115","10","30","8.7","26.09","-33.75","14","5","8","35.71","35.71","4.08","218","25","58","11.47","11.47","-8.17",
"Charlton, Roger/Harry","1","1","1","100","100","2.75","2","1","1","50","50","1.75","3","1","1","33.33","33.33","0.75","12","1","2","8.33","16.67","-8.25","505","73","187","14.46","37.03","-146.26","1","1","237","33","86","13.92","36.29","-110.35","111","39","71","35.14","35.14","-6.56","281","45","109","16.01","16.01","-76.33",
"Cleary, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","2","9","3.92","17.65","-41.25","445","28","17","0","3","0","17.65","-17","6","2","5","33.33","33.33","3.75","37","2","9","5.41","5.41","-27.25",
"Clover, Tom","2","1","1","50","50","7.5","2","1","1","50","50","7.5","4","1","1","25","25","5.5","11","2","4","18.18","36.36","2","417","53","159","12.71","38.13","-104.83","1","2","234","33","93","14.1","39.74","-33.5","58","25","40","43.1","43.1","9.92","217","27","77","12.44","12.44","-4.74",
"Coleman, Kevin","0","0","0","0","0","0","2","1","1","50","50","-0.56","5","1","3","20","60","-3.56","8","1","3","12.5","37.5","-6.56","307","26","84","8.47","27.36","-0.19","2","1","131","10","37","7.63","28.24","50.19","33","6","17","18.18","18.18","-15.44","201","16","53","7.96","7.96","-72.25",
"Collier, Tjade","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","127","12","31","9.45","24.41","-64.67","147","16","61","4","11","6.56","18.03","-45.92","11","5","9","45.45","45.45","6","101","12","31","11.88","11.88","-38.67",
"Collins, Tracey / Halford, Mick","1","0","1","0","100","-1","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","7","0","3","0","42.86","-7","377","41","114","10.88","30.24","-8.99","24","14","229","28","77","12.23","33.62","-24.07","43","11","21","25.58","25.58","-10.82","246","29","82","11.79","11.79","-37.3",
"Cowell, R M H","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","12","2","5","16.67","41.67","2","478","49","145","10.25","30.33","-131.36","13","10","236","29","74","12.29","31.36","-53.74","40","13","21","32.5","32.5","-3.86","374","38","119","10.16","10.16","-140.78",
"Crawley, Matt","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","103","10","33","9.71","32.04","-29.28","99","14","65","8","21","12.31","32.31","-20.28","12","4","7","33.33","33.33","-0.03","65","8","24","12.31","12.31","-7.16",
"Crisford, Simon","2","0","1","0","50","-2","8","2","3","25","37.5","10","15","3","6","20","40","10","27","5","10","18.52","37.04","3.5","719","141","319","19.61","44.37","-112.16","2","4","375","72","163","19.2","43.47","-48.94","168","64","110","38.1","38.1","-20.07","322","70","139","21.74","21.74","25.45",
"Cunha, Dylan","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","20","40","-3.75","7","1","3","14.29","42.86","-5.75","341","40","103","11.73","30.21","-40.62","6","1","269","29","82","10.78","30.48","-45.88","43","18","25","41.86","41.86","6.38","233","31","77","13.3","13.3","-12.25",
"Davies, J J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","63","4","14","6.35","22.22","3.83","58","4","35","3","10","8.57","28.57","-19.17","4","1","1","25","25","0","42","4","14","9.52","9.52","24.83",
"Davis, D J S Ffrench","1","0","0","0","0","-1","5","1","1","20","20","-2","7","1","1","14.29","14.29","-4","10","3","4","30","40","3","392","45","119","11.48","30.36","-44.64","3","5","211","24","69","11.37","32.7","7.05","39","12","27","30.77","30.77","-7.89","224","23","71","10.27","10.27","0.75",
"Dawson, Mrs Sarah","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","1","7","1.96","13.73","-28","279","12","17","1","4","5.88","23.53","6","1","0","1","0","0","-1","34","1","7","2.94","2.94","-11",
"De Giles, Ed","0","0","0","0","0","0","3","2","2","66.67","66.67","22","3","2","2","66.67","66.67","22","4","2","2","50","50","21","271","23","75","8.49","27.68","-75.21","2","1","111","13","38","11.71","34.23","-25.84","21","5","9","23.81","23.81","0.66","239","21","68","8.79","8.79","-87.96",
"Dixon, Scott","0","0","0","0","0","0","3","0","0","0","0","-3","9","0","2","0","22.22","-9","20","0","5","0","25","-20","910","62","202","6.81","22.2","-206.49","28","44","502","38","121","7.57","24.1","-87.12","48","8","23","16.67","16.67","-20.62","835","55","181","6.59","6.59","-197.62",
"Dods, M","4","2","2","50","50","16","7","2","2","28.57","28.57","13","15","2","3","13.33","20","5","32","3","5","9.38","15.63","-4.5","1097","108","321","9.85","29.26","-280.01","1","1","565","56","159","9.91","28.14","-113.78","113","31","58","27.43","27.43","-6.88","907","82","265","9.04","9.04","-272.04",
"Donohoe, R","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","1","0","25","-4","188","14","45","7.45","23.94","-43.17","74","22","115","8","32","6.96","27.83","-32.5","7","1","3","14.29","14.29","-3.5","162","10","41","6.17","6.17","-53.17",
"Dow, S","1","0","0","0","0","-1","2","0","1","0","50","-2","6","0","2","0","33.33","-6","11","0","2","0","18.18","-11","325","33","81","10.15","24.92","-4.71","17","14","189","20","47","10.58","24.87","43.71","20","3","10","15","15","-11.62","284","31","76","10.92","10.92","22.29",
"Doyle, Timothy","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","14","1","2","7.14","14.29","-6.5","359","27","99","7.52","27.58","-104.27","14","12","182","14","52","7.69","28.57","-88.77","26","9","17","34.62","34.62","8.73","239","23","77","9.62","9.62","-12.87",
"Duffield, Mrs A","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","4","0","1","0","25","-4","207","13","40","6.28","19.32","-135.92","68","26","93","3","18","3.23","19.35","-75.5","12","2","7","16.67","16.67","-6.25","169","13","35","7.69","7.69","-97.92",
"Dunlop, E A L","1","0","0","0","0","-1","4","1","2","25","50","0","8","1","3","12.5","37.5","-4","19","3","6","15.79","31.58","-5","986","128","305","12.98","30.93","-89.04","3","4","510","60","147","11.76","28.82","-10.45","105","36","71","34.29","34.29","2.67","731","109","252","14.91","14.91","67.53",
"Dunn, Mrs Alex","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","1","1","33.33","33.33","23","382","17","55","4.45","14.4","-196.62","9","2","164","3","18","1.83","10.98","-74","11","1","3","9.09","9.09","-8.5","307","16","48","5.21","5.21","-131.62",
"Dunnett, Mrs C A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","225","4","31","1.78","13.78","-201","362","97","98","1","10","1.02","10.2","-92.5","4","1","3","25","25","-1","170","4","26","2.35","2.35","-146",
"Dwyer, C A","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","188","18","51","9.57","27.13","-105.76","62","17","111","13","38","11.71","34.23","-55.26","24","8","15","33.33","33.33","2.24","147","18","46","12.24","12.24","-64.76",
"Easterby, M W","2","1","1","50","50","4.5","3","1","1","33.33","33.33","3.5","11","1","2","9.09","18.18","-4.5","19","1","2","5.26","10.53","-12.5","954","96","290","10.06","30.4","-187.81","1","1","471","46","149","9.77","31.63","-73.65","106","19","52","17.92","17.92","-47.62","756","79","243","10.45","10.45","-183.33",
"Easterby, T D","8","0","2","0","25","-8","21","1","3","4.76","14.29","-14.5","44","2","10","4.55","22.73","-31","73","3","16","4.11","21.92","-51","2669","209","688","7.83","25.78","-1049.85","2","13","1257","96","341","7.64","27.13","-517.21","208","46","119","22.12","22.12","-54.22","2192","187","603","8.53","8.53","-752.79",
"Elliott, Gordon","2","0","0","0","0","-2","3","0","0","0","0","-3","11","0","2","0","18.18","-11","33","1","7","3.03","21.21","-31.17","2964","431","1059","14.54","35.73","-871.04","8","17","1449","201","488","13.87","33.68","-326.3","498","198","330","39.76","39.76","-68.36","1158","101","304","8.72","8.72","-378.9",
"Eustace, Harry","2","0","0","0","0","-2","4","0","1","0","25","-4","6","0","1","0","16.67","-6","14","0","1","0","7.14","-14","436","50","149","11.47","34.17","-95.86","45","45","264","22","83","8.33","31.44","-83.21","69","23","47","33.33","33.33","0.6","252","35","94","13.89","13.89","12",
"Fahey, Mark","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","50","100","2.5","7","2","3","28.57","42.86","1.25","261","33","68","12.64","26.05","72.45","7","2","162","20","44","12.35","27.16","-18.43","36","12","20","33.33","33.33","6.62","158","26","52","16.46","16.46","108.82",
"Fahey, P G","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","84","2","19","2.38","22.62","-65","361","33","35","1","8","2.86","22.86","-23","3","0","1","0","0","-3","25","2","5","8","8","-6",
"Fahey, Peter","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","1","0","25","-4","495","36","107","7.27","21.62","-234.14","26","14","215","10","31","4.65","14.42","-117.42","29","11","19","37.93","37.93","-2.85","234","17","41","7.26","7.26","-70.79",
"Fahey, R A","1","0","0","0","0","-1","11","1","5","9.09","45.45","0","30","2","11","6.67","36.67","0","57","3","21","5.26","36.84","-18.5","1803","206","553","11.43","30.67","-409.4","2","4","946","92","260","9.73","27.48","-247.57","183","59","99","32.24","32.24","3.34","1294","140","381","10.82","10.82","-236.17",
"Fahey, Seamus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","4","27","2.78","18.75","-102","285","45","64","2","11","3.13","17.19","-49","5","0","3","0","0","-5","84","3","15","3.57","3.57","-50",
"Fanshawe, J R","2","0","0","0","0","-2","3","1","1","33.33","33.33","1.5","13","4","5","30.77","38.46","0.2","29","9","14","31.03","48.28","19.36","665","102","259","15.34","38.95","-151.81","3","3","370","61","149","16.49","40.27","-46.03","140","48","88","34.29","34.29","-8.97","443","77","188","17.38","17.38","-84.96",
"Farrell, W T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","7","15","18.42","39.47","42","116","9","20","2","9","10","45","-5","5","1","3","20","20","1.5","31","6","12","19.35","19.35","40.5",
"Faulkner, T","1","0","0","0","0","-1","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","5","0","1","0","20","-5","17","0","3","0","17.65","-17","9999","9999","17","0","3","0","17.65","-17","1","0","1","0","0","-1","17","0","3","0","0","-17",
"Feilden, Miss J","0","0","0","0","0","0","1","1","1","100","100","11","1","1","1","100","100","11","3","1","2","33.33","66.67","9","322","28","85","8.7","26.4","-107.32","3","1","164","15","42","9.15","25.61","-53.73","18","5","10","27.78","27.78","-2.31","274","27","81","9.85","9.85","-60.76",
"Fell, R / Murray, S","1","0","1","0","100","-1","4","1","3","25","75","2","12","1","3","8.33","25","-6","22","2","6","9.09","27.27","1","926","79","239","8.53","25.81","-302.12","2","2","437","30","104","6.86","23.8","-124.54","68","24","43","35.29","35.29","14.97","759","70","203","9.22","9.22","-182.7",
"Fellowes, Charlie","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","1","0","20","-5","10","1","2","10","20","-6","602","65","186","10.8","30.9","-166.75","10","6","300","34","102","11.33","34","-67.01","74","23","43","31.08","31.08","-6.21","380","43","122","11.32","11.32","-69.53",
"Foster, Mrs Denise","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","142","7","34","4.93","23.94","-49.5","85","14","69","3","11","4.35","15.94","-20.5","6","0","1","0","0","-6","111","7","31","6.31","6.31","-18.5",
"Foy, Kevin","1","0","1","0","100","-1","5","1","2","20","40","7","10","1","2","10","20","2","19","1","4","5.26","21.05","-7","797","96","265","12.05","33.25","-215.76","2","2","347","29","95","8.36","27.38","-193.32","123","38","73","30.89","30.89","-18.05","517","69","180","13.35","13.35","-90.9",
"Frost, Kevin","5","1","2","20","40","-1.75","7","1","2","14.29","28.57","-3.75","11","2","4","18.18","36.36","-1.25","20","3","5","15","25","12.75","607","42","139","6.92","22.9","-254.93","1","5","348","23","83","6.61","23.85","-166.09","57","13","30","22.81","22.81","-12.34","507","39","128","7.69","7.69","-204.93",
"Furtado, Ivan","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","14","0","1","0","7.14","-14","608","57","155","9.38","25.49","-138.85","23","19","265","27","58","10.19","21.89","-25.69","60","19","36","31.67","31.67","1.57","457","52","134","11.38","11.38","-103.85",
"Gallagher, J","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","5","1","1","20","20","-2.62","257","24","67","9.34","26.07","-96.49","8","4","113","13","31","11.5","27.43","-22.62","28","8","16","28.57","28.57","-1.49","221","22","60","9.95","9.95","-74.99",
"Gibney, Thomas","1","0","0","0","0","-1","3","0","0","0","0","-3","4","0","0","0","0","-4","6","0","0","0","0","-6","418","33","92","7.89","22.01","-86.2","45","32","189","14","40","7.41","21.16","-60.33","21","9","16","42.86","42.86","5.17","264","18","52","6.82","6.82","-27.5",
"Gilligan, Paul John","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","1","14.29","14.29","6","246","12","39","4.88","15.85","-162.85","8","4","134","9","25","6.72","18.66","-81.85","9","4","6","44.44","44.44","4.65","92","6","24","6.52","6.52","-52.42",
"Grassick, M C","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","7","0","0","0","0","-7","246","15","44","6.1","17.89","-118.17","21","11","99","6","15","6.06","15.15","-59.17","12","2","6","16.67","16.67","-3.5","134","10","29","7.46","7.46","-40.5",
"Greenall, O / Guerriero, J","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","12","0","2","0","16.67","-12","834","125","264","14.99","31.65","-138.71","68","38","421","65","127","15.44","30.17","-98.01","155","57","95","36.77","36.77","4.92","604","97","212","16.06","16.06","-15.68",
"Griffin, Eoin","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","1","1","25","25","7","167","16","50","9.58","29.94","-34.17","13","3","84","7","21","8.33","25","-22.5","22","6","14","27.27","27.27","-0.17","108","14","40","12.96","12.96","6.83",
"Guest, Rae","2","0","0","0","0","-2","3","0","0","0","0","-3","4","0","0","0","0","-4","8","0","1","0","12.5","-8","264","29","75","10.98","28.41","-102.06","38","22","121","7","32","5.79","26.45","-65","26","12","14","46.15","46.15","4.94","156","20","52","12.82","12.82","-38.7",
"Haggas, W J","1","0","1","0","100","-1","12","3","5","25","41.67","27.5","23","4","8","17.39","34.78","24","56","11","17","19.64","30.36","57.6","1353","278","592","20.55","43.75","-59.96","3","6","703","133","288","18.92","40.97","-0.98","404","148","262","36.63","36.63","-51.84","541","112","238","20.7","20.7","-9.48",
"Hammond, Micky","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","926","74","212","7.99","22.89","-272.36","42","25","464","44","121","9.48","26.08","-121.72","44","12","28","27.27","27.27","-10.22","771","67","179","8.69","8.69","-213.02",
"Harker, G A","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","8","0","0","0","0","-8","129","13","33","10.08","25.58","6.63","74","31","82","7","17","8.54","20.73","-20.87","7","2","3","28.57","28.57","0.13","121","12","31","9.92","9.92","3.63",
"Harrington, Mrs John","3","1","1","33.33","33.33","20","16","2","5","12.5","31.25","10.5","21","2","5","9.52","23.81","5.5","34","4","10","11.76","29.41","2","1341","146","411","10.89","30.65","-195.72","1","1","654","77","202","11.77","30.89","-37.24","141","36","82","25.53","25.53","-46.45","459","48","129","10.46","10.46","-0.92",
"Harty, Edward and Patrick","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","249","17","61","6.83","24.5","-109.37","58","19","117","10","33","8.55","28.21","-31.75","17","3","6","17.65","17.65","-7.87","160","16","44","10","10","-22.75",
"Haslam, B M R","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","0","0","0","-6","7","0","0","0","0","-7","490","58","133","11.84","27.14","-138.4","24","20","235","26","62","11.06","26.38","-80.79","66","22","41","33.33","33.33","3.34","443","52","118","11.74","11.74","-110.5",
"Haynes, Alice","8","0","1","0","12.5","-8","13","0","2","0","15.38","-13","19","1","4","5.26","21.05","-6","31","2","6","6.45","19.35","-5","1042","110","284","10.56","27.26","-309.99","7","19","578","54","150","9.34","25.95","-197.26","86","34","62","39.53","39.53","7.6","708","70","182","9.89","9.89","-174.33",
"Herrington,M ","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","1","0","20","-5","10","2","3","20","30","12","443","53","144","11.96","32.51","-17.63","10","7","227","29","72","12.78","31.72","34.41","44","20","30","45.45","45.45","19.21","410","53","139","12.93","12.93","15.37",
"Hills, Charles","0","0","0","0","0","0","4","0","0","0","0","-4","10","0","0","0","0","-10","25","2","5","8","20","-15.5","757","98","224","12.95","29.59","24.65","10","13","330","33","86","10","26.06","-69.4","97","30","55","30.93","30.93","-14.7","375","50","116","13.33","13.33","23.65",
"Hodgson, Simon","1","0","0","0","0","-1","4","0","0","0","0","-4","5","0","0","0","0","-5","7","0","0","0","0","-7","229","20","54","8.73","23.58","-114.41","34","16","116","6","23","5.17","19.83","-73.79","21","9","15","42.86","42.86","9.76","179","15","42","8.38","8.38","-92.79",
