trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Black, James H","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","1904","30","4","0","0","0","0","-4","0","0","0","0","0","0","5","0","0","0","0","-5",
"Botti, M","3","0","1","0","33.33","-3","5","1","2","20","40","3","7","1","2","14.29","28.57","1","17","2","5","11.76","29.41","-5","830","94","260","11.33","31.33","-112.71","2","4","466","58","148","12.45","31.76","-73.12","84","20","47","23.81","23.81","-27.44","527","59","162","11.2","11.2","-94.78",
"Boyle, J R","1","0","0","0","0","-1","2","0","1","0","50","-2","8","0","2","0","25","-8","12","0","2","0","16.67","-12","400","37","111","9.25","27.75","-157.71","17","14","200","19","57","9.5","28.5","-84.79","38","10","20","26.32","26.32","-6.12","348","37","104","10.63","10.63","-105.71",
"Brassil, Martin","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","185","22","49","11.89","26.49","-39.29","100","13","84","12","24","14.29","28.57","1","13","7","8","53.85","53.85","7.13","75","6","18","8","8","-33.25",
"Bromhead, Henry De","0","0","0","0","0","0","2","1","1","50","50","3.5","12","4","5","33.33","41.67","0.05","30","10","13","33.33","43.33","6.65","1407","200","503","14.21","35.75","-236.3","3","2","759","114","275","15.02","36.23","-125.43","228","76","150","33.33","33.33","-30.06","548","56","163","10.22","10.22","-63.79",
"Bryson, W J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1","2","7.14","14.29","-5","26","1","6","1","2","16.67","33.33","3","0","0","0","0","0","0","2","0","0","0","0","-2",
"Budds, David Kenneth","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","7","1","4","14.29","57.14","2","176","8","41","4.55","23.3","-103.5","13","5","85","5","21","5.88","24.71","-31","5","1","3","20","20","-3","119","8","31","6.72","6.72","-46.5",
"Burke, K R","1","0","1","0","100","-1","11","2","5","18.18","45.45","-0.25","18","2","6","11.11","33.33","-7.25","39","7","15","17.95","38.46","-14.18","1545","239","594","15.47","38.45","-251.47","2","2","799","137","318","17.15","39.8","-31.5","257","95","160","36.96","36.96","-18.64","705","84","231","11.91","11.91","-151.59",
"Burke, Kieran","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","1","0","25","-4","4","0","1","0","25","-4","241","30","69","12.45","28.63","1.55","42","10","130","14","38","10.77","29.23","11.41","34","11","19","32.35","32.35","2.89","179","28","60","15.64","15.64","19.55",
"Butler, John","2","1","1","50","50","2","9","2","4","22.22","44.44","-2.25","13","3","5","23.08","38.46","-2.25","18","3","6","16.67","33.33","-7.25","991","70","226","7.06","22.81","-440.89","1","2","494","29","108","5.87","21.86","-248.91","83","25","53","30.12","30.12","-2.11","760","59","187","7.76","7.76","-321.15",
"Callaghan, Mrs G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","40","4","12","10","30","-14","82","8","24","3","8","12.5","33.33","-3.5","4","2","3","50","50","3.5","25","4","12","16","16","1",
"Camacho, Miss J A","1","0","1","0","100","-1","4","0","1","0","25","-4","16","2","5","12.5","31.25","-5.5","26","2","7","7.69","26.92","-15.5","632","62","170","9.81","26.9","-91.39","6","8","356","29","93","8.15","26.12","-63.15","60","14","30","23.33","23.33","-6.05","511","48","141","9.39","9.39","-79.82",
"Candlish, Jennie","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","40","-5","10","4","7","40","70","24.75","463","55","139","11.88","30.02","-107.82","11","7","218","28","65","12.84","29.82","-53.34","54","20","37","37.04","37.04","-4.48","344","44","109","12.79","12.79","-35.48",
"Carroll, A W","7","1","1","14.29","14.29","-3","16","1","3","6.25","18.75","-12","32","4","9","12.5","28.13","-16.02","44","6","11","13.64","25","-19.52","1962","179","499","9.12","25.43","-504.25","1","4","936","95","253","10.15","27.03","-228.52","172","57","111","33.14","33.14","-1.49","1619","155","423","9.57","9.57","-339.41",
"Carroll, D","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","1","0","14.29","-7","12","0","3","0","25","-12","469","36","110","7.68","23.45","-243.66","23","22","228","9","47","3.95","20.61","-167.12","47","9","17","19.15","19.15","-13.04","363","31","94","8.54","8.54","-155.92",
"Casey, Francis","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","71","0","8","0","11.27","-71","845","77","36","0","6","0","16.67","-36","7","0","3","0","0","-7","42","0","7","0","0","-42",
"Chapple-Hyam, Jane","2","0","1","0","50","-2","5","0","2","0","40","-5","10","1","4","10","40","-6.75","16","1","4","6.25","25","-12.75","478","46","144","9.62","30.13","-121.62","6","8","248","29","79","11.69","31.85","-45.77","46","13","26","28.26","28.26","-9.95","228","24","78","10.53","10.53","-39.34",
"Charlton, Roger/Harry","1","0","1","0","100","-1","5","0","1","0","20","-5","8","2","3","25","37.5","-4.17","15","2","7","13.33","46.67","-11.17","508","72","189","14.17","37.2","-153.01","6","6","245","36","94","14.69","38.37","-101.47","114","38","72","33.33","33.33","-13.31","282","44","110","15.6","15.6","-81.08",
"Cleary, Michael G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","6","0","17.14","-35","2980","177","14","0","4","0","28.57","-14","0","0","0","0","0","0","21","0","4","0","0","-21",
"Clover, Tom","1","0","1","0","100","-1","2","0","1","0","50","-2","4","1","2","25","50","0","12","5","9","41.67","75","13.36","417","52","159","12.47","38.13","-113.33","4","3","230","32","92","13.91","40","-39.25","57","24","39","42.11","42.11","7.42","217","25","77","11.52","11.52","-17.74",
"Coakley, D J","1","0","0","0","0","-1","3","0","1","0","33.33","-3","7","1","3","14.29","42.86","-0.5","10","1","3","10","30","-3.5","186","15","45","8.06","24.19","-94.37","6","7","93","9","27","9.68","29.03","-40.5","17","4","9","23.53","23.53","-5.62","145","14","42","9.66","9.66","-56.62",
"Cody, Patrick","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","179","19","53","10.61","29.61","-58.12","21","6","88","7","21","7.95","23.86","-39","18","4","12","22.22","22.22","-6","95","11","24","11.58","11.58","-15",
"Cole, P F I","1","0","0","0","0","-1","5","0","0","0","0","-5","7","1","1","14.29","14.29","-5.2","12","2","2","16.67","16.67","-5.2","350","44","131","12.57","37.43","-95.84","4","7","172","27","60","15.7","34.88","-27.09","49","17","32","34.69","34.69","-3.43","215","17","70","7.91","7.91","-114.99",
"Coleman, Kevin","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","9","0","1","0","11.11","-9","306","25","82","8.17","26.8","-0.63","27","12","126","9","35","7.14","27.78","53.75","32","5","16","15.63","15.63","-15.88","201","16","53","7.96","7.96","-72.25",
"Collins, C M","1","0","0","0","0","-1","6","1","1","16.67","16.67","9","8","1","2","12.5","25","7","14","2","6","14.29","42.86","7.5","385","30","85","7.79","22.08","-108.71","2","6","243","18","53","7.41","21.81","-58.97","24","3","12","12.5","12.5","-17.54","180","17","47","9.44","9.44","-18.42",
"Collins, Tracey / Halford, Mick","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","11","1","1","9.09","9.09","-4","372","41","111","11.02","29.84","-3.99","13","9","234","28","76","11.97","32.48","-29.07","43","11","21","25.58","25.58","-10.82","242","29","80","11.98","11.98","-33.3",
"Conheady, James","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","984","3","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
"Connell, B","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","2","0","66.67","-3","181","30","67","16.57","37.02","-3.37","17","4","107","12","38","11.21","35.51","-6.69","37","11","21","29.73","29.73","-6.95","69","11","31","15.94","15.94","29.88",
"Coogan, J G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","60","3","11","5","18.33","-35.25","30","4","20","1","4","5","20","-16.75","2","2","2","100","100","5.75","28","2","8","7.14","7.14","-6.5",
"Cooper, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","148","7","37","4.73","25","-116.96","166","30","66","5","22","7.58","33.33","-46.96","13","3","11","23.08","23.08","-3.04","64","0","13","0","0","-64",
"Cox, C G","1","0","0","0","0","-1","3","0","0","0","0","-3","8","0","3","0","37.5","-8","17","1","6","5.88","35.29","-12.5","846","112","297","13.24","35.11","-181.89","9","14","379","54","142","14.25","37.47","-67.5","119","44","75","36.97","36.97","1.66","478","53","149","11.09","11.09","-138.74",
"Crisford, Simon","2","0","0","0","0","-2","7","2","3","28.57","42.86","-1.5","12","2","4","16.67","33.33","-6.5","35","6","12","17.14","34.29","-11.62","718","141","320","19.64","44.57","-126.16","2","6","366","71","159","19.4","43.44","-60.58","170","66","112","38.82","38.82","-15.32","318","69","137","21.7","21.7","12.95",
"Croke, Peter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","5","16","5.62","17.98","-36.33","137","13","32","2","6","6.25","18.75","-10.5","5","2","2","40","40","1.17","40","3","8","7.5","7.5","-10",
"Cromwell, Gavin Patrick","0","0","0","0","0","0","3","0","0","0","0","-3","9","1","3","11.11","33.33","2","39","6","14","15.38","35.9","7.38","1767","210","557","11.88","31.52","-503.54","4","4","941","127","323","13.5","34.33","-182.64","245","86","163","35.1","35.1","-6.11","903","96","272","10.63","10.63","-201.36",
"Crowley, Bernard Martin","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","1","0","50","-2","18","0","5","0","27.78","-18","9999","9999","14","0","5","0","35.71","-14","1","0","1","0","0","-1","5","0","3","0","0","-5",
"Curling, S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","223","23","54","10.31","24.22","-99.7","50","13","123","11","29","8.94","23.58","-56.46","24","10","17","41.67","41.67","9.76","75","11","25","14.67","14.67","-15.84",
"Daly, H D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","375","56","140","14.93","37.33","-58.63","101","8","209","25","74","11.96","35.41","-57.32","53","21","30","39.62","39.62","8.79","229","39","93","17.03","17.03","17.69",
"Daly, Kenneth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
"Daly, Matthew A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","3","0","10.71","-28","9999","9999","19","0","2","0","10.53","-19","2","0","1","0","0","-2","9","0","2","0","0","-9",
"Dascombe, Tom","2","0","0","0","0","-2","3","0","0","0","0","-3","7","0","0","0","0","-7","12","0","1","0","8.33","-12","317","28","82","8.83","25.87","-135.71","27","20","156","12","36","7.69","23.08","-80.25","24","9","14","37.5","37.5","1.71","146","11","39","7.53","7.53","-72.13",
"Davidson, Tristan","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","8","1","3","12.5","37.5","-3.5","262","27","76","10.31","29.01","-21.75","11","6","156","16","47","10.26","30.13","-37.5","28","7","17","25","25","-1.5","210","24","66","11.43","11.43","15.25",
"Davis, Sean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","86","0","6","0","6.98","-86","9999","9999","66","0","6","0","9.09","-66","8","0","4","0","0","-8","45","0","5","0","0","-45",
"Davison, Jack W","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","1.13","11","1","3","9.09","27.27","-7.87","269","30","73","11.15","27.14","-67.97","5","1","162","21","49","12.96","30.25","-25.3","30","11","18","36.67","36.67","2.12","124","16","34","12.9","12.9","2.08",
"Delany, E D","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","98","3","18","3.06","18.37","-75","19","4","52","2","8","3.85","15.38","-33","4","1","2","25","25","0","67","2","14","2.99","2.99","-48",
"Dias, Diego","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","82","7","28","8.54","34.15","-25.75","77","31","68","5","23","7.35","33.82","-40.25","11","2","8","18.18","18.18","-3.25","28","4","11","14.29","14.29","0.5",
"Dods, M","0","0","0","0","0","0","5","1","1","20","20","2.5","17","3","4","17.65","23.53","6.5","37","5","10","13.51","27.03","-1.59","1107","114","335","10.3","30.26","-280.01","3","4","559","58","164","10.38","29.34","-107.45","120","37","65","30.83","30.83","5.12","909","85","274","9.35","9.35","-271.79",
"Donoghue, Ian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","-7","195","16","38","8.21","19.49","-43.71","46","24","129","12","27","9.3","20.93","-6.21","14","2","7","14.29","14.29","-9.71","129","13","28","10.08","10.08","5.41",
"Doyle, Miss Elizabeth","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","258","16","59","6.2","22.87","-82.75","315","96","115","5","24","4.35","20.87","-77.25","23","3","11","13.04","13.04","-11","149","10","33","6.71","6.71","-39.75",
"Doyle, Sean Thomas","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","1","0","50","-2","3","0","1","0","33.33","-3","91","9","21","9.89","23.08","-22.99","55","8","35","4","9","11.43","25.71","-15","7","1","2","14.29","14.29","-4.12","34","2","7","5.88","5.88","2.88",
"Dreaper, Tom","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","33","1","6","3.03","18.18","-30.9","185","29","33","1","6","3.03","18.18","-30.9","5","1","2","20","20","-2.9","27","0","3","0","0","-27",
"Duffy, S M","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","111","4","11","3.6","9.91","-40.5","360","51","53","1","6","1.89","11.32","-48.5","3","0","1","0","0","-3","87","4","11","4.6","4.6","-16.5",
"Dunlop, E A L","1","1","1","100","100","2.5","4","1","1","25","25","-0.5","17","2","4","11.76","23.53","-0.5","29","2","4","6.9","13.79","-12.5","996","127","306","12.75","30.72","-103.54","1","1","516","59","148","11.43","28.68","-22.45","106","36","73","33.96","33.96","1.67","739","109","253","14.75","14.75","59.03",
"Dunn, Mrs Alex","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","9","0","2","0","22.22","-9","386","18","57","4.66","14.77","-217.62","294","108","173","3","19","1.73","10.98","-104","12","2","4","16.67","16.67","-6.5","310","16","49","5.16","5.16","-157.62",
"Dwyer, C A","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","3","0","0","0","0","-3","191","18","53","9.42","27.75","-108.76","51","14","110","13","38","11.82","34.55","-54.26","25","8","15","32","32","1.24","148","18","47","12.16","12.16","-65.76",
"Easterby, M W","0","0","0","0","0","0","3","0","0","0","0","-3","8","2","3","25","37.5","2","28","4","8","14.29","28.57","-4","960","97","295","10.1","30.73","-164.31","5","4","468","45","149","9.62","31.84","-77.15","107","19","52","17.76","17.76","-48.62","764","80","247","10.47","10.47","-161.83",
"Easterby, T D","2","0","0","0","0","-2","7","0","1","0","14.29","-7","20","2","4","10","20","-9.5","67","4","16","5.97","23.88","-43.5","2689","212","693","7.88","25.77","-978.85","6","12","1242","102","338","8.21","27.21","-478.21","210","46","118","21.9","21.9","-56.22","2212","190","607","8.59","8.59","-683.79",
"Eddery, Robert","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","0","1","0","20","-5","186","13","36","6.99","19.35","-53.25","21","6","97","8","20","8.25","20.62","-30.75","12","2","6","16.67","16.67","-4.75","138","12","30","8.7","8.7","-7.75",
"Edmunds, Stuart","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","388","61","143","15.72","36.86","-27.69","72","9","190","35","73","18.42","38.42","37.38","56","20","40","35.71","35.71","-0.39","258","45","101","17.44","17.44","25.31",
"Edwards, Simon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","2","0","9.52","-21","9999","9999","10","0","1","0","10","-10","0","0","0","0","0","0","5","0","2","0","0","-5",
"Elliott, Gordon","1","0","0","0","0","-1","5","0","1","0","20","-5","8","1","2","12.5","25","-3.5","34","2","8","5.88","23.53","-17.5","2955","433","1059","14.65","35.84","-854.7","7","8","1465","206","494","14.06","33.72","-321.09","493","199","331","40.37","40.37","-60.52","1145","101","302","8.82","8.82","-365.9",
"Ellis, T","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","50","-4","4","0","2","0","50","-4","38","3","10","7.89","26.32","-25.25","462","30","29","0","7","0","24.14","-29","4","1","1","25","25","-1","10","0","3","0","0","-10",
"Ellison, B","0","0","0","0","0","0","2","0","1","0","50","-2","6","2","3","33.33","50","0.25","16","5","7","31.25","43.75","11.25","832","95","252","11.42","30.29","-21.05","7","5","432","52","132","12.04","30.56","122.63","70","24","43","34.29","34.29","2.83","625","75","198","12","12","-92.81",
"England, Sam","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","9","1","3","11.11","33.33","-1.5","497","60","151","12.07","30.38","-162.22","9","3","277","32","77","11.55","27.8","-89.33","87","23","50","26.44","26.44","-16.76","412","53","137","12.86","12.86","-133.17",
"Evans, H J","1","1","1","100","100","5","2","1","1","50","50","4","2","1","1","50","50","4","4","1","2","25","50","2","305","39","97","12.79","31.8","-44.79","1","1","159","16","46","10.06","28.93","-41.92","30","8","18","26.67","26.67","-4.87","260","34","88","13.08","13.08","-54.62",
"Fahey, Mark","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","2","20","40","16","7","2","3","28.57","42.86","18","261","31","65","11.88","24.9","64.2","7","5","160","18","42","11.25","26.25","-24.68","34","11","19","32.35","32.35","4.87","157","25","50","15.92","15.92","106.07",
"Fahey, R A","4","0","1","0","25","-4","8","1","4","12.5","50","0.5","14","1","5","7.14","35.71","-5.5","42","3","11","7.14","26.19","-6.5","1804","207","551","11.47","30.54","-397.4","3","6","946","96","259","10.15","27.38","-257.81","178","59","98","33.15","33.15","8.34","1292","140","376","10.84","10.84","-243.17",
"Fanshawe, J R","5","1","2","20","40","-2.5","10","4","6","40","60","20.83","18","6","10","33.33","55.56","17.95","28","7","17","25","60.71","12.45","656","99","256","15.09","39.02","-151.84","1","1","366","57","150","15.57","40.98","-55.23","136","46","86","33.82","33.82","-10.92","434","74","187","17.05","17.05","-87.87",
"Fellowes, Charlie","0","0","0","0","0","0","0","0","0","0","0","0","6","0","3","0","50","-6","23","2","9","8.7","39.13","-16.12","616","68","189","11.04","30.68","-148.75","8","10","299","35","103","11.71","34.45","-62.43","73","23","43","31.51","31.51","-5.21","396","47","127","11.87","11.87","-49.53",
"Fenton, Philip","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","264","14","69","5.3","26.14","-63","19","4","140","8","34","5.71","24.29","17.25","10","2","6","20","20","-4.5","151","10","36","6.62","6.62","-61",
"Ferguson, James","4","0","0","0","0","-4","8","0","1","0","12.5","-8","8","0","1","0","12.5","-8","13","2","4","15.38","30.77","-9.07","502","63","167","12.55","33.27","-146.7","8","9","248","31","78","12.5","31.45","-45.83","84","30","53","35.71","35.71","0.84","255","38","95","14.9","14.9","-4.15",
"Fitzgerald, D E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","80","7","23","8.75","28.75","-36.25","30","4","33","4","13","12.12","39.39","-4.5","6","3","4","50","50","7.25","44","6","18","13.64","13.64","-3",
"Foy, Kevin","2","0","2","0","100","-2","6","0","2","0","33.33","-6","9","0","3","0","33.33","-9","19","0","5","0","26.32","-19","800","97","268","12.13","33.5","-214.76","20","25","342","32","97","9.36","28.36","-175.82","123","38","74","30.89","30.89","-18.05","514","69","182","13.42","13.42","-94.9",
"Frost, Kevin","3","1","1","33.33","33.33","20","4","1","1","25","25","19","9","1","2","11.11","22.22","14","13","1","3","7.69","23.08","10","597","41","136","6.87","22.78","-250.35","1","2","343","21","79","6.12","23.03","-170.84","57","13","30","22.81","22.81","-11.26","499","38","125","7.62","7.62","-202.35",
"Gallagher, Shane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Gansera-Leveque, Mrs Ilka","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","98","12","34","12.24","34.69","43.25","181","20","58","7","22","12.07","37.93","17","3","1","1","33.33","33.33","1.5","88","11","32","12.5","12.5","36.25",
"Gibney, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","14.29","-7","17","0","2","0","11.76","-17","421","33","96","7.84","22.8","-89.2","34","26","191","16","42","8.38","21.99","-43.33","21","9","16","42.86","42.86","5.17","264","18","54","6.82","6.82","-27.5",
"Gilligan, Paul John","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","1","0","33.33","-3","241","11","38","4.56","15.77","-170.85","49","30","130","8","25","6.15","19.23","-90.85","9","4","6","44.44","44.44","4.65","91","6","24","6.59","6.59","-51.42",
"Goldie, J S","0","0","0","0","0","0","6","1","2","16.67","33.33","-0.5","6","1","2","16.67","33.33","-0.5","24","4","8","16.67","33.33","-3.87","1227","142","355","11.57","28.93","-327.44","2","2","578","75","174","12.98","30.1","-84.03","165","55","102","33.33","33.33","11.91","1123","135","341","12.02","12.02","-267.04",
"Gosden, John and Thady","3","0","0","0","0","-3","14","2","5","14.29","35.71","-8.37","19","3","7","15.79","36.84","-11.12","33","6","11","18.18","33.33","-18.64","1199","250","528","20.85","44.04","-130.78","2","9","613","123","283","20.07","46.17","-78.22","302","123","201","40.73","40.73","-29.78","294","52","112","17.69","17.69","-52.95",
"Grassick, M C","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","9","1","1","11.11","11.11","-4.67","250","15","46","6","18.4","-122.17","10","6","94","6","15","6.38","15.96","-54.17","13","2","7","15.38","15.38","-4.5","136","10","30","7.35","7.35","-42.5",
