Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Buick, William","0","0","0","0","0","0","5","0","1","0","20","-5","13","2","6","15.38","46.15","0","22","3","10","13.64","45.45","-2.5","1306","300","570","22.97","43.64","-114.66","5","10","561","131","237","23.35","42.25","-75.03","466","178","280","38.2","38.2","-25.91","652","139","257","21.32","21.32","29.78",
"Butler, D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1","4","3.7","14.81","-23.25","410","16","14","0","3","0","21.43","-14","1","1","1","100","100","2.75","11","1","2","9.09","9.09","-7.25",
"Caffrey, Adam","1","0","0","0","0","-1","5","1","1","20","20","1","12","2","3","16.67","25","13","22","2","3","9.09","13.64","3","650","68","180","10.46","27.69","-91.22","2","3","342","37","98","10.82","28.65","-53.38","70","19","42","27.14","27.14","7.79","539","59","153","10.95","10.95","-33.3",
"Carmichael, Oliver","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","2","3","13.33","20","23.5","27","3","15","2","3","13.33","20","23.5","0","0","0","0","0","0","15","2","3","13.33","13.33","23.5",
"Carroll, G F","3","2","2","66.67","66.67","10.25","6","2","3","33.33","50","7.25","14","2","6","14.29","42.86","-0.75","25","2","10","8","40","-11.75","1030","96","266","9.32","25.83","-257.13","1","1","499","36","128","7.21","25.65","-144.32","94","27","56","28.72","28.72","-3.17","521","47","143","9.02","9.02","-155.18",
"Carson, William","2","0","0","0","0","-2","5","0","1","0","20","-5","10","0","1","0","10","-10","24","1","7","4.17","29.17","-17.5","904","55","186","6.08","20.58","-451.42","11","15","459","35","115","7.63","25.05","-174.95","53","17","34","32.08","32.08","-0.92","714","50","165","7","7","-301.97",
"Carver, William","0","0","0","0","0","0","2","0","0","0","0","-2","4","1","1","25","25","7","5","1","1","20","20","6","275","22","60","8","21.82","-117.75","5","4","151","12","33","7.95","21.85","-67.75","21","3","9","14.29","14.29","-9.5","185","15","39","8.11","8.11","-77",
"Clarke, Alyse Jane","0","0","0","0","0","0","2","0","0","0","0","-2","3","1","1","33.33","33.33","2","3","1","1","33.33","33.33","2","20","2","2","10","10","-8.5","7","3","20","2","2","10","10","-8.5","1","1","1","100","100","4","16","2","2","12.5","12.5","-4.5",
"Cleary, Jack","3","0","0","0","0","-3","6","0","0","0","0","-6","9","0","0","0","0","-9","20","3","5","15","25","23.75","278","16","57","5.76","20.5","-120.29","9","11","166","11","38","6.63","22.89","-41.87","16","5","9","31.25","31.25","2.46","178","10","32","5.62","5.62","-66.42",
"Cleary, R P","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","10","1","2","10","20","-5.67","22","1","5","4.55","22.73","-17.67","810","39","150","4.81","18.52","-329.63","7","9","364","19","67","5.22","18.41","-119.38","40","9","21","22.5","22.5","-9.59","416","22","80","5.29","5.29","-62.75",
"Clutterbuck, Rhys","3","0","0","0","0","-3","8","1","1","12.5","12.5","9","20","1","2","5","10","-3","30","1","5","3.33","16.67","-13","741","66","175","8.91","23.62","-227.14","2","4","409","38","95","9.29","23.23","-137.17","58","18","36","31.03","31.03","-7.14","518","54","138","10.42","10.42","-89.62",
"Coakley, Ross","0","0","0","0","0","0","1","0","1","0","100","-1","5","0","2","0","40","-5","18","2","6","11.11","33.33","-8.17","713","86","221","12.06","31","-160.73","8","7","368","41","108","11.14","29.35","-66.94","79","26","45","32.91","32.91","-6.78","425","53","133","12.47","12.47","-79.08",
"Coen, Ben M","4","0","1","0","25","-4","10","0","2","0","20","-10","19","1","7","5.26","36.84","-6","38","2","9","5.26","23.68","-17","1178","107","302","9.08","25.64","-451.96","7","16","598","50","162","8.36","27.09","-197.32","108","30","65","27.78","27.78","-11.87","597","52","144","8.71","8.71","-274.93",
"Colgan, R C","2","1","1","50","50","11","5","1","1","20","20","8","8","1","2","12.5","25","5","19","1","2","5.26","10.53","-6","669","34","105","5.08","15.7","-74.71","1","1","309","15","50","4.85","16.18","117.75","19","6","9","31.58","31.58","-0.04","354","17","63","4.8","4.8","-121",
"Cosgrave, Pat","1","0","0","0","0","-1","5","0","0","0","0","-5","8","0","1","0","12.5","-8","16","0","2","0","12.5","-16","430","52","130","12.09","30.23","-122.19","17","21","198","24","53","12.12","26.77","-31.97","54","26","38","48.15","48.15","18.9","314","38","100","12.1","12.1","-94.93",
"Costello, Dougie","0","0","0","0","0","0","4","0","0","0","0","-4","8","0","0","0","0","-8","20","3","4","15","20","-0.17","701","64","168","9.13","23.97","-215.64","9","12","330","26","75","7.88","22.73","-151.15","51","15","33","29.41","29.41","-12.05","532","53","134","9.96","9.96","-107.7",
"Coughlan, Laura","1","0","0","0","0","-1","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","0","0","0","-5","214","17","46","7.94","21.5","-22.17","38","14","102","6","16","5.88","15.69","-27.5","15","4","8","26.67","26.67","-3.67","176","14","37","7.95","7.95","-15.17",
"Cox, William","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","0","0","0","-6","8","0","0","0","0","-8","420","13","52","3.1","12.38","-199.5","54","42","247","8","31","3.24","12.55","-59.5","7","0","2","0","0","-7","282","9","40","3.19","3.19","-99.5",
"Croot, Elle-May","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","-0.27","205","17","48","8.29","23.41","-58.19","14","2","105","8","17","7.62","16.19","-29.44","10","3","8","30","30","-0.02","168","15","42","8.93","8.93","-49.19",
"Crosse, Nathan","0","0","0","0","0","0","3","0","1","0","33.33","-3","4","0","2","0","50","-4","14","0","2","0","14.29","-14","799","36","134","4.51","16.77","-151.59","20","26","330","14","61","4.24","18.48","-33.72","26","5","14","19.23","19.23","-7.17","442","22","82","4.98","4.98","-18.5",
"Crouch, Hector","0","0","0","0","0","0","2","0","2","0","100","-2","14","2","7","14.29","50","-7.12","37","7","17","18.92","45.95","13.13","965","150","333","15.54","34.51","-106.04","5","7","506","75","182","14.82","35.97","-90.73","175","56","103","32","32","-18.95","543","86","189","15.84","15.84","-9.62",
"Crowley, Jim","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","1","0","16.67","-6","24","0","4","0","16.67","-24","755","127","261","16.82","34.57","-75.59","17","30","398","53","122","13.32","30.65","-111.77","159","62","101","38.99","38.99","-0.91","395","51","128","12.91","12.91","-49.28",
"Da Silva, Raul","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","0","0","0","-5","110","7","25","6.36","22.73","-36.22","168","37","67","5","14","7.46","20.9","-38.55","8","1","4","12.5","12.5","-6.38","62","2","10","3.23","3.23","-16.67",
"Davies, Harry","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","15","1","1","6.67","6.67","-12.12","912","100","289","10.96","31.69","-199.04","8","2","550","58","175","10.55","31.82","-109.11","109","33","65","30.28","30.28","-11","608","56","177","9.21","9.21","-206.66",
"Dawson, R","5","2","3","40","60","64.75","8","2","3","25","37.5","61.75","11","2","4","18.18","36.36","58.75","26","5","9","19.23","34.62","58.58","553","60","167","10.85","30.2","-28.31","1","3","187","16","51","8.56","27.27","-29.69","80","18","45","22.5","22.5","-27.81","363","40","111","11.02","11.02","-32.85",
"De Oliveira, K W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","7","0","33.33","-21","9999","9999","8","0","1","0","12.5","-8","3","0","2","0","0","-3","8","0","3","0","0","-8",
"Dobbs, Pat","1","0","0","0","0","-1","2","0","0","0","0","-2","7","0","1","0","14.29","-7","14","0","4","0","28.57","-14","386","42","128","10.88","33.16","-111.73","43","36","174","21","59","12.07","33.91","-20.55","42","15","26","35.71","35.71","-1.58","181","19","65","10.5","10.5","-37.92",
"Dobie, Georgia","2","0","0","0","0","-2","3","0","1","0","33.33","-3","6","1","2","16.67","33.33","-1","12","1","3","8.33","25","-7","444","23","81","5.18","18.24","-230.75","6","6","247","15","43","6.07","17.41","-109.5","18","3","8","16.67","16.67","-8.75","342","18","68","5.26","5.26","-172.25",
"Donaghue-Leahy, R","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","0","0","0","-5","62","5","14","8.06","22.58","-27","25","6","41","5","12","12.2","29.27","-6","5","1","1","20","20","-0.5","46","5","12","10.87","10.87","-11",
"Doughty, Jack","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","34","80","13.39","31.5","-40.14","26","13","254","34","80","13.39","31.5","-40.14","41","14","30","34.15","34.15","1.11","217","30","66","13.82","13.82","-24.64",
"Downing, George","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","8","0","0","0","0","-8","254","22","73","8.66","28.74","-93.49","20","12","125","14","41","11.2","32.8","-38.12","25","5","16","20","20","-9.62","159","16","43","10.06","10.06","-40.92",
"Doyle, Hollie","6","0","1","0","16.67","-6","8","0","2","0","25","-8","18","2","5","11.11","27.78","-13.57","40","6","17","15","42.5","-21.36","1753","235","561","13.41","32","-459.31","4","9","987","123","329","12.46","33.33","-342.19","284","92","163","32.39","32.39","-35.54","1209","156","366","12.9","12.9","-309.72",
"Doyle, James","0","0","0","0","0","0","5","0","1","0","20","-5","16","3","6","18.75","37.5","-8.67","35","6","14","17.14","40","-17.71","872","165","365","18.92","41.86","-214.93","5","9","437","80","179","18.31","40.96","-121.69","278","104","181","37.41","37.41","-41.19","387","66","141","17.05","17.05","-70.42",
"Eaves, Tom","0","0","0","0","0","0","2","1","1","50","50","7","13","1","2","7.69","15.38","-4","28","2","5","7.14","17.86","-9.5","1334","106","324","7.95","24.29","-366.86","3","2","702","58","173","8.26","24.64","-148.49","73","23","47","31.51","31.51","-9.45","955","71","238","7.43","7.43","-326.79",
"Edmunds, Lewis","4","0","0","0","0","-4","6","0","1","0","16.67","-6","11","1","4","9.09","36.36","-5.5","20","1","6","5","30","-14.5","932","104","277","11.16","29.72","-166.68","4","7","515","61","172","11.84","33.4","-146.83","105","35","64","33.33","33.33","8.99","719","94","237","13.07","13.07","-17.92",
"Elliott, Andrew","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","67","3","15","4.48","22.39","-39.12","410","38","28","0","7","0","25","-28","3","0","1","0","0","-3","52","1","10","1.92","1.92","-35",
"Elliott, Rhys","0","0","0","0","0","0","1","0","1","0","100","-1","9","0","2","0","22.22","-9","17","0","4","0","23.53","-17","108","11","34","10.19","31.48","-20.42","17","20","106","11","34","10.38","32.08","-18.42","11","3","4","27.27","27.27","0.08","99","10","30","10.1","10.1","-16.42",
"Fallon, Cieren","0","0","0","0","0","0","4","0","1","0","25","-4","11","0","2","0","18.18","-11","37","3","11","8.11","29.73","-26.25","879","116","274","13.2","31.17","-213.95","10","17","380","58","118","15.26","31.05","-77.69","112","38","61","33.93","33.93","-10.48","542","68","161","12.55","12.55","-132.01",
"Fanning, Joe","0","0","0","0","0","0","4","1","1","25","25","-0.75","20","1","8","5","40","-16.75","44","4","14","9.09","31.82","-17.92","964","145","331","15.04","34.34","-50.54","3","3","562","81","196","14.41","34.88","-47.95","144","51","91","35.42","35.42","-0.7","754","110","254","14.59","14.59","-57.95",
"Farragher, Adam J","2","0","0","0","0","-2","4","0","1","0","25","-4","10","1","2","10","20","-4","25","2","4","8","16","-16.25","839","88","208","10.49","24.79","-226.55","7","10","485","45","111","9.28","22.89","-124.4","84","32","56","38.1","38.1","7.87","584","67","155","11.47","11.47","-132",
"Faulkner, Kyle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","1","0","5.88","-17","9999","9999","13","0","1","0","7.69","-13","0","0","0","0","0","0","15","0","1","0","0","-15",
"Feilden, Sam","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","6","1","1","16.67","16.67","2","150","12","41","8","27.33","-56.25","12","5","78","5","17","6.41","21.79","-39.75","8","2","6","25","25","-2.25","130","11","37","8.46","8.46","-49.25",
"Fentiman, Duran","0","0","0","0","0","0","2","0","0","0","0","-2","13","2","4","15.38","30.77","1.5","25","2","6","8","24","-10.5","626","30","112","4.79","17.89","-252.06","4","4","298","23","67","7.72","22.48","-16.59","23","3","10","13.04","13.04","-16.22","511","28","98","5.48","5.48","-144.59",
"Foley, Shane","7","1","2","14.29","28.57","-2.5","15","1","3","6.67","20","-10.5","26","1","8","3.85","30.77","-21.5","55","3","16","5.45","29.09","-42.67","1247","136","385","10.91","30.87","-219.64","1","7","672","77","204","11.46","30.36","-98.89","158","31","87","19.62","19.62","-70.71","591","55","173","9.31","9.31","-140.27",
"Fraser, Kaiya","2","0","1","0","50","-2","6","0","1","0","16.67","-6","9","0","1","0","11.11","-9","19","1","5","5.26","26.32","-7","263","32","91","12.17","34.6","-73.53","12","15","134","12","43","8.96","32.09","-63.92","47","12","25","25.53","25.53","-12.61","230","30","83","13.04","13.04","-63.53",
"Garritty, Billy","0","0","0","0","0","0","2","1","1","50","50","0","6","1","2","16.67","33.33","-4","13","2","5","15.38","38.46","-2","878","102","263","11.62","29.95","43.9","2","1","443","51","127","11.51","28.67","41.66","87","28","51","32.18","32.18","-6.63","647","74","189","11.44","11.44","-127.85",
"Garritty, Jack","0","0","0","0","0","0","1","0","0","0","0","-1","4","1","2","25","50","19","5","1","2","20","40","18","436","40","134","9.17","30.73","-148.74","5","3","209","16","64","7.66","30.62","-80.62","48","12","30","25","25","-7.24","310","33","102","10.65","10.65","-58.12",
"Ghiani, Marco","2","1","1","50","50","3","5","1","1","20","20","0","10","2","3","20","30","1","20","4","7","20","35","2.83","766","97","249","12.66","32.51","-78.65","1","1","534","66","169","12.36","31.65","-198.2","118","41","71","34.75","34.75","2.62","531","75","184","14.12","14.12","-99.28",
"Gordon, Josephine","1","0","0","0","0","-1","2","0","0","0","0","-2","7","0","0","0","0","-7","14","0","1","0","7.14","-14","523","39","117","7.46","22.37","-165.63","54","21","277","21","60","7.58","21.66","-66.26","30","8","16","26.67","26.67","4.29","431","35","103","8.12","8.12","-96.88",
"Gray, S A","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","15","1","3","6.67","20","-13.67","715","63","181","8.81","25.31","-107.07","10","11","328","33","86","10.06","26.22","-49.65","45","15","29","33.33","33.33","-0.85","496","39","120","7.86","7.86","-73.84",
"Greatrex, Edward","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","8","1","3","12.5","37.5","-5.5","125","23","45","18.4","36","172.83","14","8","125","23","45","18.4","36","172.83","17","6","10","35.29","35.29","0.83","75","17","32","22.67","22.67","165.33",
"Hardie, Cameron","0","0","0","0","0","0","1","0","0","0","0","-1","12","0","0","0","0","-12","34","0","2","0","5.88","-34","1594","58","265","3.64","16.62","-911.88","19","46","792","26","116","3.28","14.65","-397.67","46","6","22","13.04","13.04","-30.71","1271","46","220","3.62","3.62","-806.87",
"Hart, Jason","0","0","0","0","0","0","5","1","2","20","40","-0.5","25","1","11","4","44","-20.5","49","3","18","6.12","36.73","-28.5","1903","219","629","11.51","33.05","-458.08","3","3","963","99","304","10.28","31.57","-295.63","284","81","167","28.52","28.52","-41.65","1399","155","457","11.08","11.08","-319.6",
"Hassett, M W","2","0","0","0","0","-2","8","0","1","0","12.5","-8","14","1","2","7.14","14.29","-9","34","4","8","11.76","23.53","0.5","409","44","124","10.76","30.32","-55.04","7","12","320","39","102","12.19","31.88","-1.79","49","12","28","24.49","24.49","-2.87","340","41","108","12.06","12.06","-1.79",
"Havlin, Robert","0","0","0","0","0","0","0","0","0","0","0","0","6","1","4","16.67","66.67","-1.5","25","2","6","8","24","-17.75","1208","183","451","15.15","37.33","-267.79","5","1","609","83","217","13.63","35.63","-157.25","189","75","124","39.68","39.68","-6.27","706","104","257","14.73","14.73","-121.74",
"Hayes, Amy Jo","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","7","0","2","0","28.57","-7","132","9","28","6.82","21.21","-9","82","34","75","4","19","5.33","25.33","-20","2","1","2","50","50","1.5","111","9","27","8.11","8.11","12",
"Hayes, C D","1","1","1","100","100","12","5","2","4","40","80","14.5","14","4","7","28.57","50","17.33","33","4","9","12.12","27.27","-1.67","1347","109","381","8.09","28.29","-674.68","1","1","638","52","172","8.15","26.96","-301.37","139","35","81","25.18","25.18","-46.79","728","50","189","6.87","6.87","-353.18",
"Heffernan, J A","4","0","1","0","25","-4","9","0","1","0","11.11","-9","12","0","2","0","16.67","-12","12","0","2","0","16.67","-12","1079","108","297","10.01","27.53","-225.5","18","21","494","43","130","8.7","26.32","-114.89","105","42","79","40","40","9.14","515","27","111","5.24","5.24","-212.16",
"Hill, Gabriella Adela","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","27","1","6","3.7","22.22","-24.62","89","14","26","1","6","3.85","23.08","-23.62","1","1","1","100","100","1.38","20","1","6","5","5","-17.62",
"Hogan, D E","2","1","1","50","50","6","7","1","1","14.29","14.29","1","11","1","2","9.09","18.18","-3","19","2","3","10.53","15.79","4","815","81","242","9.94","29.69","-5.76","1","1","460","49","136","10.65","29.57","-26.81","64","19","38","29.69","29.69","-3.83","572","64","183","11.19","11.19","3.3",
"Hornby, Rob","1","0","0","0","0","-1","4","2","2","50","50","13.5","11","2","3","18.18","27.27","6.5","33","2","6","6.06","18.18","-15.5","1299","123","341","9.47","26.25","-323.59","3","2","640","56","158","8.75","24.69","-221.29","132","30","76","22.73","22.73","-51.46","789","76","208","9.63","9.63","-143.31",
"Howarth, Christian","2","0","1","0","50","-2","4","0","1","0","25","-4","5","0","1","0","20","-5","12","1","5","8.33","41.67","-3.5","484","31","105","6.4","21.69","-102.34","10","8","273","13","49","4.76","17.95","-191.92","25","5","10","20","20","-11.67","396","25","90","6.31","6.31","-95.17",
"Hutchinson, Callum","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","14","1","4","7.14","28.57","-11.8","533","50","130","9.38","24.39","-140.35","10","10","318","27","78","8.49","24.53","-90.97","33","9","17","27.27","27.27","-0.19","430","45","111","10.47","10.47","-100.68",
"Jakes, Tommie","0","0","0","0","0","0","1","1","1","100","100","2.75","4","1","2","25","50","-0.25","7","1","3","14.29","42.86","-3.25","268","33","74","12.31","27.61","40.07","3","1","225","30","66","13.33","29.33","45.57","33","7","18","21.21","21.21","-10.56","233","29","67","12.45","12.45","8.44",
"Jary, Alex","1","0","0","0","0","-1","2","0","1","0","50","-2","5","0","2","0","40","-5","10","2","4","20","40","-2.3","356","26","81","7.3","22.75","-148.97","8","6","212","16","44","7.55","20.75","-76.55","20","4","10","20","20","-8.05","305","23","72","7.54","7.54","-113.5",
"Jones, Ethan","2","0","0","0","0","-2","3","0","0","0","0","-3","6","0","0","0","0","-6","11","0","1","0","9.09","-11","215","22","67","10.23","31.16","-93.85","16","13","197","21","61","10.66","30.96","-84.35","21","8","15","38.1","38.1","0.49","189","19","60","10.05","10.05","-79.05",
"Joyce, Wesley","2","0","0","0","0","-2","8","0","0","0","0","-8","16","0","2","0","12.5","-16","29","2","5","6.9","17.24","-4","384","33","91","8.59","23.7","-106.04","9","18","360","30","82","8.33","22.78","-106.04","28","9","17","32.14","32.14","3.46","291","30","78","10.31","10.31","-75.54",
"Kavanagh, Ryan","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","8","1","3","12.5","37.5","-6.56","73","5","16","6.85","21.92","-42.73","11","5","54","4","13","7.41","24.07","-29.23","3","1","2","33.33","33.33","-1.56","65","5","15","7.69","7.69","-34.73",
"Keane, C T","4","0","1","0","25","-4","10","0","3","0","30","-10","10","0","3","0","30","-10","36","4","13","11.11","36.11","5.93","1616","225","577","13.92","35.71","-357.71","9","14","812","128","303","15.76","37.32","-132.58","331","97","188","29.31","29.31","-58.33","819","99","264","12.09","12.09","-147.98",
"Keeley, Aidan","0","0","0","0","0","0","1","0","0","0","0","-1","11","4","4","36.36","36.36","23.73","18","5","6","27.78","33.33","24.23","648","71","189","10.96","29.17","-109.96","4","4","301","41","96","13.62","31.89","-59","45","19","30","42.22","42.22","5.88","545","61","167","11.19","11.19","-112.9",
"Keenan, Darragh","5","1","2","20","40","-1.25","9","2","3","22.22","33.33","13.75","15","2","3","13.33","20","7.75","27","4","6","14.81","22.22","7.25","891","66","181","7.41","20.31","-228.11","1","3","418","34","96","8.13","22.97","-170.61","47","17","26","36.17","36.17","1.43","592","49","138","8.28","8.28","-100.7",
"Kelly, S B","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","198","10","33","5.05","16.67","-93.25","81","24","80","6","18","7.5","22.5","4","11","3","5","27.27","27.27","0.25","92","7","15","7.61","7.61","-54.75",
"Keniry, L P","1","0","1","0","100","-1","2","0","1","0","50","-2","6","0","1","0","16.67","-6","14","2","3","14.29","21.43","2.75","560","38","104","6.79","18.57","-132.66","10","8","338","22","62","6.51","18.34","-166.26","18","6","8","33.33","33.33","-5.24","383","27","81","7.05","7.05","-96.67",
"Kennedy, K G","2","0","0","0","0","-2","7","1","1","14.29","14.29","2","9","1","1","11.11","11.11","0","18","2","4","11.11","22.22","-6","206","26","61","12.62","29.61","-2.86","3","6","206","26","61","12.62","29.61","-2.86","32","10","17","31.25","31.25","3.31","186","24","55","12.9","12.9","11.24",
"King, D","0","0","0","0","0","0","2","1","1","50","50","8","3","1","2","33.33","66.67","7","17","2","8","11.76","47.06","1","637","54","175","8.48","27.47","-170.23","2","1","321","21","89","6.54","27.73","-162.85","51","16","34","31.37","31.37","3.44","414","38","118","9.18","9.18","-64.76",
"Kingscote, Richard","1","0","0","0","0","-1","6","1","2","16.67","33.33","0.5","16","1","5","6.25","31.25","-9.5","32","1","12","3.13","37.5","-25.5","1228","134","418","10.91","34.04","-452.96","3","5","608","60","200","9.87","32.89","-250.33","199","56","118","28.14","28.14","-52.49","737","79","241","10.72","10.72","-255.61",
"Kirrane, Sean","4","0","0","0","0","-4","8","1","2","12.5","25","-4.5","17","1","6","5.88","35.29","-13.5","29","2","10","6.9","34.48","-15.5","592","63","167","10.64","28.21","-30.76","3","7","313","31","85","9.9","27.16","-26.12","43","11","22","25.58","25.58","-4.01","491","59","152","12.02","12.02","31.04",
"Larson, Frederick","1","0","0","0","0","-1","1","0","0","0","0","-1","5","1","2","20","40","-1.75","13","1","3","7.69","23.08","-9.75","454","42","130","9.25","28.63","-168.54","4","2","170","13","48","7.65","28.24","-69.41","52","10","30","19.23","19.23","-29.33","371","34","107","9.16","9.16","-129.19",
