Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Callan, N","1","0","1","0","100","-1","6","0","3","0","50","-6","18","4","7","22.22","38.89","2.96","32","6","10","18.75","31.25","-6.21","935","122","304","13.05","32.51","-99.12","6","12","430","43","129","10","30","-166.68","135","45","90","33.33","33.33","-13.79","609","81","202","13.3","13.3","-50.57",
"Carroll, G F","0","0","0","0","0","0","6","0","0","0","0","-6","13","0","1","0","7.69","-13","23","1","4","4.35","17.39","3","1021","96","262","9.4","25.66","-228.13","9","15","488","36","123","7.38","25.2","-117.32","94","26","55","27.66","27.66","-9.17","518","47","141","9.07","9.07","-152.18",
"Carson, William","1","0","0","0","0","-1","6","0","2","0","33.33","-6","9","0","2","0","22.22","-9","18","1","6","5.56","33.33","-15.62","927","57","194","6.15","20.93","-467.54","10","15","460","36","117","7.83","25.43","-210.07","55","18","36","32.73","32.73","-0.54","735","52","172","7.07","7.07","-316.09",
"Cleary, R P","0","0","0","0","0","0","5","1","2","20","40","-0.5","8","1","2","12.5","25","-3.5","15","1","2","6.67","13.33","-10.5","809","39","150","4.82","18.54","-339.13","2","4","354","18","63","5.08","17.8","-109.04","41","10","22","24.39","24.39","-6.09","414","21","79","5.07","5.07","-75.75",
"Clutterbuck, Rhys","1","0","0","0","0","-1","4","0","0","0","0","-4","6","0","0","0","0","-6","18","1","3","5.56","16.67","-16.75","752","66","177","8.78","23.54","-238.99","8","8","410","36","89","8.78","21.71","-152.92","54","18","36","33.33","33.33","-3.99","528","53","138","10.04","10.04","-101.72",
"Cosgrave, Pat","1","1","1","100","100","2.75","4","1","2","25","50","-0.25","11","2","4","18.18","36.36","4.75","22","3","7","13.64","31.82","3.25","434","54","131","12.44","30.18","-108.44","1","1","223","27","61","12.11","27.35","-31.72","54","27","38","50","50","22.65","318","40","101","12.58","12.58","-81.18",
"Costello, Dougie","1","0","0","0","0","-1","7","1","1","14.29","14.29","-1","11","1","2","9.09","18.18","-5","24","3","6","12.5","25","-9.25","711","63","170","8.86","23.91","-242.89","3","6","341","27","76","7.92","22.29","-156.65","53","15","34","28.3","28.3","-14.05","541","51","133","9.43","9.43","-136.7",
"Cox, William","0","0","0","0","0","0","2","1","1","50","50","17","8","1","1","12.5","12.5","11","16","1","1","6.25","6.25","3","436","15","54","3.44","12.39","-155.5","2","1","251","10","31","3.98","12.35","-3.5","7","0","2","0","0","-7","291","10","41","3.44","3.44","-67.5",
"Crosse, Nathan","0","0","0","0","0","0","6","1","2","16.67","33.33","-2.75","10","2","4","20","40","4.25","28","3","8","10.71","28.57","37.25","813","39","142","4.8","17.47","-100.34","2","1","345","15","64","4.35","18.55","-68.97","28","6","16","21.43","21.43","-5.92","446","24","88","5.38","5.38","-8.25",
"Crouch, Hector","4","2","2","50","50","2.58","9","2","3","22.22","33.33","-2.42","20","4","6","20","30","-7.62","20","4","6","20","30","-7.62","967","146","328","15.1","33.92","-148.92","1","2","498","73","178","14.66","35.74","-90.12","175","56","102","32","32","-19.91","539","82","183","15.21","15.21","-39",
"Crowley, Jim","3","0","0","0","0","-3","6","0","1","0","16.67","-6","18","3","6","16.67","33.33","2.5","31","4","7","12.9","22.58","-4.5","770","126","262","16.36","34.03","-84.47","5","11","408","57","125","13.97","30.64","-95.27","156","60","99","38.46","38.46","-3.29","406","49","128","12.07","12.07","-67.16",
"Da Silva, Raul","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","0","0","0","-6","114","7","23","6.14","20.18","-40.22","184","44","70","5","14","7.14","20","-41.55","6","1","3","16.67","16.67","-4.38","67","2","10","2.99","2.99","-21.67",
"Dace, Jack","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","1","1","25","25","22","20","2","3","10","15","12.5","14","3","20","2","3","10","15","12.5","1","0","0","0","0","-1","20","2","3","10","10","12.5",
"Davies, Harry","5","0","0","0","0","-5","9","0","1","0","11.11","-9","17","2","3","11.76","17.65","1","33","3","5","9.09","15.15","-8.5","914","98","281","10.72","30.74","-185.17","4","11","554","60","176","10.83","31.77","-81.61","104","30","61","28.85","28.85","-15.63","600","54","169","9","9","-201.04",
"Dawson, R","1","0","0","0","0","-1","4","0","0","0","0","-4","13","0","1","0","7.69","-13","23","2","4","8.7","17.39","20.88","561","60","165","10.7","29.41","-4.93","10","15","216","18","56","8.33","25.93","-14.81","80","19","43","23.75","23.75","-24.93","373","40","110","10.72","10.72","-11.47",
"Dobie, Georgia","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","2","0","33.33","-6","11","0","4","0","36.36","-11","448","23","83","5.13","18.53","-234.75","22","20","244","14","45","5.74","18.44","-108.5","18","3","8","16.67","16.67","-8.75","344","18","70","5.23","5.23","-174.25",
"Doughty, Jack","2","0","1","0","50","-2","10","0","3","0","30","-10","22","0","8","0","36.36","-22","34","3","11","8.82","32.35","-10.25","294","38","93","12.93","31.63","-54.56","8","23","294","38","93","12.93","31.63","-54.56","45","15","31","33.33","33.33","-1.06","253","34","79","13.44","13.44","-35.06",
"Doyle, Hollie","5","1","3","20","60","-2.12","14","2","10","14.29","71.43","-3.12","28","4","15","14.29","53.57","-12.02","58","8","24","13.79","41.38","-10.06","1769","240","571","13.57","32.28","-432.94","1","5","1011","129","345","12.76","34.12","-319.58","282","95","162","33.69","33.69","-24.29","1224","161","377","13.15","13.15","-282.71",
"Doyle, James","5","0","2","0","40","-5","8","0","5","0","62.5","-8","17","1","10","5.88","58.82","-12.5","30","7","18","23.33","60","-5.47","905","173","385","19.12","42.54","-221.67","6","13","440","78","186","17.73","42.27","-126.5","288","109","189","37.85","37.85","-38.93","401","68","149","16.96","16.96","-78.47",
"Dunsdon, Mr D H","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","15","1","9","6.67","60","36","52","4","9","1","6","11.11","66.67","42","2","0","2","0","0","-2","14","1","9","7.14","7.14","37",
"Eaves, Tom","5","1","1","20","20","-2.75","10","1","1","10","10","-7.75","15","1","1","6.67","6.67","-12.75","34","2","6","5.88","17.65","-18.75","1347","108","324","8.02","24.05","-364.61","1","5","706","58","172","8.22","24.36","-153.74","76","24","47","31.58","31.58","-10.2","959","72","237","7.51","7.51","-317.79",
"Edmunds, Lewis","1","0","1","0","100","-1","5","0","1","0","20","-5","10","0","3","0","30","-10","25","1","5","4","20","-21.75","950","106","283","11.16","29.79","-168.43","12","19","523","58","172","11.09","32.89","-166.41","106","35","64","33.02","33.02","7.99","735","96","242","13.06","13.06","-17.67",
"Egan, David","2","0","1","0","50","-2","7","0","1","0","14.29","-7","22","2","4","9.09","18.18","-9","46","3","12","6.52","26.09","-28","1575","183","502","11.62","31.87","-373.78","6","14","771","95","244","12.32","31.65","-102.63","169","55","108","32.54","32.54","-8.52","950","108","285","11.37","11.37","-136.47",
"Elliott, Rhys","0","0","0","0","0","0","5","2","3","40","60","2.5","13","2","6","15.38","46.15","-5.5","21","2","7","9.52","33.33","-13.5","136","13","41","9.56","30.15","-40.92","2","1","133","13","41","9.77","30.83","-37.92","15","5","7","33.33","33.33","3.58","124","12","36","9.68","9.68","-33.92",
"Fahy, J P","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","15","3","1","1","33.33","33.33","14","304","39","100","12.83","32.89","-47.8","5","2","91","15","36","16.48","39.56","9.39","29","11","18","37.93","37.93","1.24","168","18","46","10.71","10.71","-22.93",
"Fallon, Cieren","1","0","0","0","0","-1","1","0","0","0","0","-1","8","1","3","12.5","37.5","26","21","2","6","9.52","28.57","39","871","113","268","12.97","30.77","-175.85","5","6","379","59","119","15.57","31.4","-26.34","111","37","60","33.33","33.33","-13.48","534","63","155","11.8","11.8","-152.01",
"Fanning, Joe","4","0","2","0","50","-4","9","2","4","22.22","44.44","-3.87","23","3","8","13.04","34.78","-11.37","39","3","9","7.69","23.08","-27.37","1009","150","342","14.87","33.89","-73.08","2","8","571","80","192","14.01","33.63","-62.47","148","53","94","35.81","35.81","0.43","787","114","262","14.49","14.49","-74.99",
"Farragher, Adam J","2","0","0","0","0","-2","5","0","0","0","0","-5","11","0","1","0","9.09","-11","18","1","3","5.56","16.67","-14.25","851","89","209","10.46","24.56","-234.8","9","13","485","43","105","8.87","21.65","-141.65","86","33","57","38.37","38.37","9.62","591","68","156","11.51","11.51","-135.25",
"Feilden, Sam","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","1","0","25","-4","5","0","1","0","20","-5","151","11","41","7.28","27.15","-63.75","28","11","79","4","16","5.06","20.25","-48.75","8","2","6","25","25","-2.25","132","10","37","7.58","7.58","-57.75",
"Fentiman, Duran","1","0","0","0","0","-1","4","0","0","0","0","-4","9","0","1","0","11.11","-9","24","1","6","4.17","25","-15","630","31","118","4.92","18.73","-247.06","12","18","308","23","70","7.47","22.73","-26.09","25","3","12","12","12","-18.22","510","29","104","5.69","5.69","-134.59",
"Fisher, Taylor","0","0","0","0","0","0","1","0","0","0","0","-1","10","1","2","10","20","-3.5","13","1","2","7.69","15.38","-6.5","507","59","161","11.64","31.76","-187.94","4","3","163","16","48","9.82","29.45","-67.04","57","20","34","35.09","35.09","8.32","427","47","136","11.01","11.01","-167.66",
"Foley, Shane","0","0","0","0","0","0","6","0","3","0","50","-6","17","2","8","11.76","47.06","-0.5","21","3","10","14.29","47.62","2","1224","136","388","11.11","31.7","-207.64","4","9","660","79","204","11.97","30.91","-82.89","159","32","89","20.13","20.13","-68.71","583","55","173","9.43","9.43","-142.27",
"Fraser, Kaiya","1","1","1","100","100","2.25","3","1","1","33.33","33.33","0.25","7","3","4","42.86","57.14","6.75","15","5","6","33.33","40","6","277","38","97","13.72","35.02","-51.53","1","1","147","18","50","12.24","34.01","-40.92","54","16","30","29.63","29.63","-7.11","243","36","89","14.81","14.81","-40.53",
"Garritty, Billy","4","0","0","0","0","-4","9","0","0","0","0","-9","20","0","3","0","15","-20","30","0","5","0","16.67","-30","894","101","265","11.3","29.64","24.15","18","35","457","50","128","10.94","28.01","23.91","89","27","51","30.34","30.34","-12.38","657","73","192","11.11","11.11","-141.6",
"Ghiani, Marco","1","0","0","0","0","-1","7","0","0","0","0","-7","17","1","4","5.88","23.53","-8","26","2","8","7.69","30.77","-14.5","801","99","258","12.36","32.21","-102.15","4","8","545","66","172","12.11","31.56","-203.7","121","42","72","34.71","34.71","2.12","554","75","189","13.54","13.54","-122.28",
"Gordon, Josephine","0","0","0","0","0","0","2","1","1","50","50","5.5","6","2","2","33.33","33.33","7.5","11","3","4","27.27","36.36","14.5","526","42","119","7.98","22.62","-143.13","3","2","269","23","62","8.55","23.05","-37.26","30","8","16","26.67","26.67","4.29","435","38","105","8.74","8.74","-75.38",
"Gray, S A","0","0","0","0","0","0","2","0","0","0","0","-2","8","2","2","25","25","3.38","23","2","5","8.7","21.74","-11.62","726","66","184","9.09","25.34","-103.44","4","3","338","36","92","10.65","27.22","-45.02","46","16","31","34.78","34.78","0.53","500","40","119","8","8","-68.84",
"Greatrex, Edward","1","0","0","0","0","-1","4","0","1","0","25","-4","14","3","6","21.43","42.86","0.7","17","3","7","17.65","41.18","-2.3","143","26","52","18.18","36.36","169.53","4","6","143","26","52","18.18","36.36","169.53","21","7","13","33.33","33.33","-0.97","87","19","37","21.84","21.84","162.03",
"Hardie, Cameron","1","0","0","0","0","-1","5","0","0","0","0","-5","16","2","3","12.5","18.75","14","33","3","4","9.09","12.12","0.25","1608","61","266","3.79","16.54","-892.63","6","12","792","28","117","3.54","14.77","-377.42","45","6","22","13.33","13.33","-29.71","1279","49","221","3.83","3.83","-781.62",
"Harnett, P A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","50","-4","239","14","53","5.86","22.18","63.83","202","73","120","2","31","1.67","25.83","-108.5","13","2","7","15.38","15.38","-5","164","11","40","6.71","6.71","-94.17",
"Hart, Jason","4","1","1","25","25","-0.75","12","2","3","16.67","25","-4.25","26","4","7","15.38","26.92","-9","52","6","12","11.54","23.08","-17.37","1907","218","625","11.43","32.77","-486.82","1","3","971","98","297","10.09","30.59","-305.02","290","82","168","28.28","28.28","-44.64","1403","154","454","10.98","10.98","-350.34",
"Hassett, M W","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","7","10","1","2","10","20","0","420","46","127","10.95","30.24","-48.54","5","3","324","40","101","12.35","31.17","8.21","49","12","28","24.49","24.49","-2.87","348","43","111","12.36","12.36","7.71",
"Havlin, Robert","1","0","0","0","0","-1","6","0","0","0","0","-6","10","2","2","20","20","-0.25","19","3","5","15.79","26.32","-6.5","1200","186","449","15.5","37.42","-246.79","6","8","604","85","214","14.07","35.43","-136.96","191","78","128","40.84","40.84","0.61","705","108","260","15.32","15.32","-102.99",
"Hayes, C D","0","0","0","0","0","0","4","0","1","0","25","-4","12","0","4","0","33.33","-12","34","0","8","0","23.53","-34","1340","104","379","7.76","28.28","-698.64","17","39","634","47","168","7.41","26.5","-315.63","135","34","79","25.19","25.19","-45.42","725","50","190","6.9","6.9","-350.18",
"Haynes, Joey","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","19","1","6","5.26","31.58","-9","544","37","111","6.8","20.4","-225.53","9","6","282","20","63","7.09","22.34","-75.49","24","7","14","29.17","29.17","-2.61","392","33","93","8.42","8.42","-95.86",
"Heard, Tyler","0","0","0","0","0","0","3","1","1","33.33","33.33","7","10","2","3","20","30","13","17","3","4","17.65","23.53","19","324","27","83","8.33","25.62","-66.78","3","3","235","23","68","9.79","28.94","-5.78","20","7","12","35","35","2.14","241","19","57","7.88","7.88","-75.66",
"Heffernan, J A","0","0","0","0","0","0","7","2","4","28.57","57.14","8.75","15","2","5","13.33","33.33","0.75","34","4","10","11.76","29.41","-9.75","1081","106","290","9.81","26.83","-273","3","6","514","46","136","8.95","26.46","-116.14","105","42","79","40","40","8.64","517","25","108","4.84","4.84","-252.16",
"Hogan, D E","1","0","0","0","0","-1","4","1","2","25","50","4.5","9","1","4","11.11","44.44","-0.5","17","2","6","11.76","35.29","0.5","818","82","243","10.02","29.71","-72.26","2","3","454","48","135","10.57","29.74","-18.94","64","19","38","29.69","29.69","-3.83","577","66","184","11.44","11.44","15.8",
"Horgan, C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","20","40","1.5","321","14","43","4.36","13.4","-105.92","12","3","164","8","20","4.88","12.2","0.33","12","2","7","16.67","16.67","-4.75","238","12","35","5.04","5.04","-92.67",
"Hornby, Rob","2","0","1","0","50","-2","5","0","1","0","20","-5","22","4","7","18.18","31.82","0.94","37","7","14","18.92","37.84","6.44","1305","128","348","9.81","26.67","-305.15","4","9","645","62","163","9.61","25.27","-185.6","136","33","78","24.26","24.26","-50.02","797","80","213","10.04","10.04","-115.31",
"Howarth, Christian","1","0","0","0","0","-1","4","0","1","0","25","-4","6","0","3","0","50","-6","11","0","3","0","27.27","-11","480","28","101","5.83","21.04","-186.34","26","20","257","12","46","4.67","17.9","-179.92","26","5","11","19.23","19.23","-12.67","396","23","88","5.81","5.81","-142.17",
"Hutchinson, Callum","0","0","0","0","0","0","2","0","0","0","0","-2","10","0","1","0","10","-10","17","1","2","5.88","11.76","-8.5","538","52","130","9.67","24.16","-132.35","14","16","325","28","77","8.62","23.69","-96.47","34","9","17","26.47","26.47","-1.19","430","46","110","10.7","10.7","-94.18",
"Jakes, Tommie","1","0","1","0","100","-1","2","0","2","0","100","-2","3","0","3","0","100","-3","9","1","4","11.11","44.44","-2.5","280","36","80","12.86","28.57","40.81","9","4","233","31","70","13.3","30.04","23.81","37","9","21","24.32","24.32","-8.32","242","32","72","13.22","13.22","12.18",
"Jamin, Pierre-Louis","1","0","0","0","0","-1","2","1","1","50","50","5.5","9","2","2","22.22","22.22","0.3","15","2","3","13.33","20","-5.7","406","51","124","12.56","30.54","-83.85","3","2","217","27","61","12.44","28.11","-28.74","43","16","31","37.21","37.21","-0.68","246","25","77","10.16","10.16","-61.46",
"Jary, Alex","1","0","1","0","100","-1","3","0","1","0","33.33","-3","7","0","3","0","42.86","-7","11","1","6","9.09","54.55","-6.67","369","27","86","7.32","23.31","-157.64","14","10","218","17","48","7.8","22.02","-78.22","21","4","11","19.05","19.05","-9.05","319","24","77","7.52","7.52","-123.17",
"Joyce, Wesley","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","1","0","16.67","-6","17","2","4","11.76","23.53","-4","403","35","95","8.68","23.57","-112.04","13","15","356","30","80","8.43","22.47","-98.29","28","9","17","32.14","32.14","3.46","303","31","80","10.23","10.23","-82.54",
"Kavanagh, Ryan","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","6","0","1","0","16.67","-6","80","5","18","6.25","22.5","-49.73","27","12","61","4","15","6.56","24.59","-36.23","3","1","2","33.33","33.33","-1.56","71","5","17","7.04","7.04","-40.73",
"Keane, C T","0","0","0","0","0","0","9","0","2","0","22.22","-9","23","3","7","13.04","30.43","2.2","46","4","14","8.7","30.43","-16.3","1615","227","580","14.06","35.91","-336.51","4","10","807","121","298","14.99","36.93","-151.97","340","99","194","29.12","29.12","-60.13","821","103","269","12.55","12.55","-118.98",
"Keeley, Aidan","1","0","1","0","100","-1","2","0","1","0","50","-2","7","0","3","0","42.86","-7","10","0","4","0","40","-10","643","69","188","10.73","29.24","-124.96","20","15","296","39","96","13.18","32.43","-62.25","46","19","30","41.3","41.3","4.88","539","59","166","10.95","10.95","-126.9",
"Keenan, Darragh","1","1","1","100","100","6","5","1","1","20","20","2","13","1","2","7.69","15.38","-6","23","1","4","4.35","17.39","-16","917","68","186","7.42","20.28","-244.61","1","1","416","33","92","7.93","22.12","-170.61","48","17","26","35.42","35.42","0.43","610","50","142","8.2","8.2","-111.7",
"Kelly, S B","0","0","0","0","0","0","4","0","0","0","0","-4","4","0","0","0","0","-4","7","0","1","0","14.29","-7","201","10","33","4.98","16.42","-96.25","97","33","86","6","19","6.98","22.09","-2","11","3","5","27.27","27.27","0.25","90","7","14","7.78","7.78","-52.75",
"Kennedy, K G","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","17","0","3","0","17.65","-17","225","26","64","11.56","28.44","-21.86","19","25","225","26","64","11.56","28.44","-21.86","32","10","17","31.25","31.25","3.31","202","24","56","11.88","11.88","-4.76",
"Kingscote, Richard","0","0","0","0","0","0","8","2","2","25","25","20.25","15","3","3","20","20","24.25","23","3","4","13.04","17.39","16.25","1214","134","411","11.04","33.86","-434.71","2","1","591","58","186","9.81","31.47","-217.64","192","56","115","29.17","29.17","-46.24","732","79","238","10.79","10.79","-259.36",
"Kirrane, Sean","1","0","0","0","0","-1","5","0","1","0","20","-5","11","0","2","0","18.18","-11","14","0","2","0","14.29","-14","588","61","166","10.37","28.23","-55.26","16","15","302","30","83","9.93","27.48","-15.12","43","11","24","25.58","25.58","-4.01","485","57","150","11.75","11.75","8.54",
"Langley, Miss Taryn","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","1","1","33.33","33.33","0","38","3","12","7.89","31.58","-25.25","10","3","30","1","10","3.33","33.33","-27","2","2","2","100","100","3.75","36","3","11","8.33","8.33","-23.25",
"Larson, Frederick","0","0","0","0","0","0","3","0","0","0","0","-3","8","1","2","12.5","25","-6.6","16","1","3","6.25","18.75","-14.6","451","42","129","9.31","28.6","-164.72","5","7","161","12","43","7.45","26.71","-77.01","53","10","31","18.87","18.87","-32.18","365","33","106","9.04","9.04","-123.77",
"Leavy, Mr Joe","0","0","0","0","0","0","4","0","1","0","25","-4","14","1","6","7.14","42.86","-7.5","29","5","14","17.24","48.28","6.5","460","55","163","11.96","35.43","0.88","4","5","370","48","137","12.97","37.03","-12.62","41","13","25","31.71","31.71","0.09","398","45","144","11.31","11.31","-7.91",
"Lee, Clifford","2","0","0","0","0","-2","6","0","1","0","16.67","-6","15","0","2","0","13.33","-15","24","2","5","8.33","20.83","-7.5","1326","173","440","13.05","33.18","-335.45","10","16","668","89","221","13.32","33.08","-169.8","194","64","113","32.99","32.99","-18.73","812","101","235","12.44","12.44","-133.62",
"Lee, W J","0","0","0","0","0","0","3","0","0","0","0","-3","14","0","1","0","7.14","-14","35","7","13","20","37.14","-10.73","1294","180","461","13.91","35.63","-267.04","8","15","591","99","215","16.75","36.38","-10.74","248","84","157","33.87","33.87","2.16","608","64","202","10.53","10.53","-189.04",
"Lezama, Mr A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","-1",
"Lordan, W M","0","0","0","0","0","0","2","0","0","0","0","-2","12","1","2","8.33","16.67","-5.5","26","2","6","7.69","23.08","-17.59","588","65","184","11.05","31.29","-201.85","4","8","281","35","86","12.46","30.6","-129.85","81","28","56","34.57","34.57","-7.14","243","17","62","7","7","-101.99",
"Loughnane, Mr Billy","5","1","1","20","20","3.5","14","2","4","14.29","28.57","-4.06","31","3","10","9.68","32.26","-15.56","58","5","21","8.62","36.21","-34.98","1843","255","631","13.84","34.24","-245.88","1","1","1196","154","406","12.88","33.95","-124.32","303","96","171","31.68","31.68","-27.41","1395","193","480","13.84","13.84","-177.16",
"Luka, Mr M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","2","0","1","0","0","-2",
"Mangan, Gina","1","0","0","0","0","-1","5","0","0","0","0","-5","17","3","4","17.65","23.53","-2.67","23","3","4","13.04","17.39","-8.67","551","58","144","10.53","26.13","-96.94","5","12","327","38","92","11.62","28.13","-42.78","52","18","34","34.62","34.62","10.06","429","50","125","11.66","11.66","-35.94",
"Marquand, Tom","5","0","1","0","20","-5","16","1","4","6.25","25","-3","40","6","12","15","30","-10.4","63","13","24","20.63","38.1","17.85","1622","251","577","15.47","35.57","-162.94","3","14","803","123","295","15.32","36.74","-58.04","308","106","182","34.42","34.42","-25.8","953","132","322","13.85","13.85","-115.48",
