Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Brookes, Aiden","1","1","1","100","100","9","3","1","1","33.33","33.33","7","8","1","2","12.5","25","2","14","1","2","7.14","14.29","-4","462","31","85","6.71","18.4","74.25","1","1","247","16","43","6.48","17.41","7","21","4","13","19.05","19.05","-4.5","410","30","79","7.32","7.32","120.25",
"Brouder, Gavin","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","0","0","0","-7","340","19","64","5.59","18.82","-164.87","18","9","162","9","25","5.56","15.43","-97.25","22","6","12","27.27","27.27","6.25","218","17","47","7.8","7.8","-50.25",
"Brouder, Gearoid","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","2","5","2.7","6.76","-50","539","23","2","0","0","0","0","-2","1","0","0","0","0","-1","43","2","4","4.65","4.65","-19",
"Brown, O R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","3","9","7.69","23.08","0","118","20","39","3","9","7.69","23.08","0","4","0","1","0","0","-4","16","1","2","6.25","6.25","-5",
"Buckley, Kieran","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","33.33","66.67","10","5","1","2","20","40","8","488","32","113","6.56","23.16","-250.41","4","1","206","16","52","7.77","25.24","-86.14","40","9","22","22.5","22.5","-17.16","270","20","74","7.41","7.41","-84.5",
"Byrnes, Mr P","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","420","44","97","10.48","23.1","-181.67","43","15","239","21","50","8.79","20.92","-110.65","49","22","35","44.9","44.9","14.08","232","24","52","10.34","10.34","-85.17",
"Carver, Bryan","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","435","47","109","10.8","25.06","-157.37","64","14","253","21","55","8.3","21.74","-136.31","37","19","26","51.35","51.35","14.84","307","38","83","12.38","12.38","-66.54",
"Chadwick, Alex","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","16","32","20","40","-18.04","110","11","54","11","22","20.37","40.74","-16.04","18","6","10","33.33","33.33","-4.29","65","14","28","21.54","21.54","-8.54",
"Cody, Mr P J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","34","2","7","5.88","20.59","146","37","4","20","1","4","5","20","131","0","0","0","0","0","0","3","0","0","0","0","-3",
"Cullinan, Mr C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","4","15","4.21","15.79","-51.5","113","19","41","2","8","4.88","19.51","-16.5","1","0","1","0","0","-1","38","4","8","10.53","10.53","5.5",
"Deegan, R","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","396","16","56","4.04","14.14","-275","60","26","204","6","29","2.94","14.22","-153","13","3","9","23.08","23.08","-2.5","187","10","40","5.35","5.35","-101",
"Dingle, Rex","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","535","71","164","13.27","30.65","-105.49","113","25","299","34","89","11.37","29.77","-90.47","73","23","39","31.51","31.51","-12.66","330","51","105","15.45","15.45","16.56",
"Donoghue, K M","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","0","0","0","-5","868","125","300","14.4","34.56","-303.37","25","9","417","63","155","15.11","37.17","-139.13","171","63","113","36.84","36.84","-6.2","422","50","132","11.85","11.85","-145.07",
"Doyle, Mr D","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","1","0","16.67","-6","174","6","45","3.45","25.86","-127.25","79","32","126","4","32","3.17","25.4","-89.75","7","3","5","42.86","42.86","4.25","59","4","20","6.78","6.78","-38.75",
"Eaves, Tom","4","0","2","0","50","-4","9","0","3","0","33.33","-9","20","1","4","5","20","-17.75","35","1","8","2.86","22.86","-32.75","1349","107","325","7.93","24.09","-372.11","4","14","699","58","172","8.3","24.61","-146.74","76","24","47","31.58","31.58","-10.2","959","71","237","7.4","7.4","-323.29",
"Edwards, Lee","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","1","0","25","-4","334","27","76","8.08","22.75","-78.87","64","12","171","16","43","9.36","25.15","-37","22","3","8","13.64","13.64","-9.75","203","22","55","10.84","10.84","-40.75",
"Elliott, Rhys","3","0","0","0","0","-3","6","0","0","0","0","-6","12","2","4","16.67","33.33","-4.5","23","2","6","8.7","26.09","-15.5","142","13","41","9.15","28.87","-46.92","5","7","139","13","41","9.35","29.5","-43.92","16","5","7","31.25","31.25","2.58","130","12","36","9.23","9.23","-39.92",
"Enright, P T","0","0","0","0","0","0","2","0","1","0","50","-2","7","0","1","0","14.29","-7","15","0","3","0","20","-15","1025","62","207","6.05","20.2","-378.61","30","32","505","31","104","6.14","20.59","-198.5","62","14","39","22.58","22.58","-12.45","535","44","144","8.22","8.22","-86.38",
"Ewing, Sam","0","0","0","0","0","0","3","1","1","33.33","33.33","1.5","7","1","2","14.29","28.57","-2.5","13","2","4","15.38","30.77","-5","671","53","167","7.9","24.89","-221.97","2","3","386","38","97","9.84","25.13","-48.75","46","11","25","23.91","23.91","-20.88","318","23","66","7.23","7.23","-48.71",
"Fanning, Joe","5","0","0","0","0","-5","14","0","2","0","14.29","-14","27","3","8","11.11","29.63","-15.37","45","3","10","6.67","22.22","-33.37","1023","150","344","14.66","33.63","-87.08","5","22","575","78","190","13.57","33.04","-77.72","148","53","94","35.81","35.81","0.43","797","114","264","14.3","14.3","-84.99",
"Farmer, Shay","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","26","4","7","15.38","26.92","16.75","40","8","26","4","7","15.38","26.92","16.75","0","0","0","0","0","0","24","4","7","16.67","16.67","18.75",
"Fentiman, Duran","3","0","1","0","33.33","-3","5","0","2","0","40","-5","9","0","2","0","22.22","-9","21","0","5","0","23.81","-21","622","31","119","4.98","19.13","-239.06","15","23","311","23","71","7.4","22.83","-29.09","23","3","11","13.04","13.04","-16.22","507","29","105","5.72","5.72","-131.59",
"Fitzgerald, S","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","8","1","2","12.5","25","1.5","398","25","88","6.28","22.11","-170.04","13","6","175","17","52","9.71","29.71","7.38","19","7","10","36.84","36.84","2.46","195","17","53","8.72","8.72","-32.04",
"Flanagan, S W","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","8","0","2","0","25","-8","708","62","194","8.76","27.4","-284.38","79","32","347","38","109","10.95","31.41","-80.47","51","19","34","37.25","37.25","-1.24","332","21","86","6.33","6.33","-161.61",
"Fraser, Kaiya","4","1","3","25","75","0","10","2","5","20","50","15","14","3","6","21.43","42.86","14.25","21","6","10","28.57","47.62","21","287","40","102","13.94","35.54","-36.53","1","2","155","20","55","12.9","35.48","-23.92","55","17","31","30.91","30.91","-4.11","251","37","92","14.74","14.74","-44.53",
"Gainford, Mr J C","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","1","0","20","-5","10","0","3","0","30","-10","522","46","128","8.81","24.52","-139.55","18","14","261","19","62","7.28","23.75","-93.55","34","12","20","35.29","35.29","0.74","230","16","49","6.96","6.96","-24.75",
"Gillard, Mr T","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","391","35","91","8.95","23.27","-47.3","86","24","178","17","41","9.55","23.03","65.09","21","10","11","47.62","47.62","6.84","293","29","69","9.9","9.9","-27.46",
"Gingell, Mr Frederick","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","5","2","2","40","40","7","275","48","110","17.45","40","-29.56","13","2","193","36","70","18.65","36.27","-2.79","62","20","34","32.26","32.26","-13.81","235","37","91","15.74","15.74","-35.17",
"Gleeson, Mr J L","0","0","0","0","0","0","1","1","1","100","100","0.44","3","1","3","33.33","100","-1.56","6","3","5","50","83.33","2.44","230","36","99","15.65","43.04","-23.83","2","1","135","17","54","12.59","40","-79.42","43","17","29","39.53","39.53","-8.41","32","0","5","0","0","-32",
"Gleeson, Mr P W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","2","5","10","-8","411","15","13","0","1","0","7.69","-13","0","0","0","0","0","0","7","0","1","0","0","-7",
"Goldstein, Marc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","12","185","18","54","9.73","29.19","49.5","14","1","119","8","35","6.72","29.41","-51","9","3","5","33.33","33.33","1","107","14","40","13.08","13.08","96.75",
"Gordon, Mr Fred","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","24","50","14.04","29.24","-30.6","118","8","94","13","26","13.83","27.66","-15.93","30","9","16","30","30","0.58","146","19","38","13.01","13.01","-24.93",
"Gray, S A","2","0","0","0","0","-2","7","0","1","0","14.29","-7","10","1","2","10","20","-1","23","2","6","8.7","26.09","-11.62","729","66","185","9.05","25.38","-106.44","7","10","343","36","92","10.5","26.82","-50.02","46","16","31","34.78","34.78","0.53","500","40","120","8","8","-68.84",
"Harris, Bradley","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","2","0","50","-4","261","39","97","14.94","37.16","9.41","128","37","142","17","55","11.97","38.73","26.39","47","16","28","34.04","34.04","-6.09","190","26","65","13.68","13.68","15.25",
"Hart, Jason","6","0","1","0","16.67","-6","18","0","7","0","38.89","-18","33","3","11","9.09","33.33","-19.25","57","5","16","8.77","28.07","-25","1908","214","623","11.22","32.65","-512.85","4","21","977","96","300","9.83","30.71","-332.02","288","81","166","28.13","28.13","-44.17","1408","152","455","10.8","10.8","-370.84",
"Harvey, A","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","1","2","20","40","-3.67","11","1","3","9.09","27.27","-9.67","259","30","87","11.58","33.59","-72.43","4","4","179","19","57","10.61","31.84","-49.94","28","12","18","42.86","42.86","4.36","116","11","36","9.48","9.48","-33.52",
"Harvey, Mr B W","0","0","0","0","0","0","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","5","0","1","0","20","-5","531","51","150","9.6","28.25","-137.6","18","8","229","17","40","7.42","17.47","-143.82","63","15","34","23.81","23.81","-25.31","286","25","75","8.74","8.74","-76.54",
"Hayes, Brian","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","545","42","133","7.71","24.4","-150.27","27","9","253","21","62","8.3","24.51","17.14","44","14","24","31.82","31.82","-8.16","248","15","63","6.05","6.05","-86.59",
"Hogan, Mr J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","316","45","92","14.24","29.11","-65.98","15","4","138","19","38","13.77","27.54","4.8","60","21","35","35","35","-6.24","232","31","62","13.36","13.36","-28.41",
"Houlihan, Sean M","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","491","23","90","4.68","18.33","-276.3","102","27","237","6","38","2.53","16.03","-174.93","16","4","8","25","25","-7.3","295","19","66","6.44","6.44","-93.62",
"Jones, Ben R","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","611","90","218","14.73","35.68","-28.4","23","6","386","57","144","14.77","37.31","-4.65","95","31","59","32.63","32.63","-18.23","386","61","145","15.8","15.8","-13.64",
"Jones, Lily","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","6","0","42.86","-14","9999","9999","11","0","4","0","36.36","-11","0","0","0","0","0","0","13","0","5","0","0","-13",
"Kelly, T Joseph","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","0","14","0","11.57","-121","1134","141","49","0","7","0","14.29","-49","5","0","2","0","0","-5","66","0","10","0","0","-66",
"Kennedy, J W","0","0","0","0","0","0","3","1","1","33.33","33.33","2","6","2","3","33.33","50","4","15","3","7","20","46.67","-3.17","864","185","395","21.41","45.72","-144.75","2","1","565","119","256","21.06","45.31","-96.1","214","100","154","46.73","46.73","0.12","288","35","97","12.15","12.15","-96.24",
"King, D","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","11","4","6","36.36","54.55","21","635","55","174","8.66","27.4","-174.06","9","4","310","22","85","7.1","27.42","-131.92","52","16","35","30.77","30.77","1.61","408","37","115","9.07","9.07","-76.09",
"King, Mr P A","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","57","6","14","10.53","24.56","-3.05","61","4","27","5","11","18.52","40.74","15.95","4","1","2","25","25","-2.38","12","2","5","16.67","16.67","3.33",
"Maguire, Mr F","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","188","14","43","7.45","22.87","-96.39","29","7","111","9","24","8.11","21.62","-49.14","10","3","8","30","30","-3.85","22","0","2","0","0","-22",
"McConville, Mr D J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","52","1","2","1.92","3.85","-42.5","576","33","24","0","0","0","0","-24","2","0","0","0","0","-2","44","1","2","2.27","2.27","-34.5",
"McDonald, P J","5","2","3","40","60","2.75","13","2","4","15.38","30.77","-5.25","13","2","4","15.38","30.77","-5.25","28","4","9","14.29","32.14","-1.5","936","115","325","12.29","34.72","-104.19","1","1","410","54","147","13.17","35.85","72.74","119","40","70","33.61","33.61","-8.98","625","73","198","11.68","11.68","-50.47",
"McLernon, R P","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","25","25","3","10","2","2","20","20","12","600","66","142","11","23.67","-198.28","6","4","355","42","82","11.83","23.1","-119.69","60","28","43","46.67","46.67","13.46","421","51","106","12.11","12.11","-108.55",
"McSweeney, O","4","1","1","25","25","1","7","2","2","28.57","28.57","2.5","10","2","3","20","30","-0.5","14","3","5","21.43","35.71","14.5","352","33","89","9.38","25.28","-68.96","1","2","229","25","61","10.92","26.64","0.88","26","8","16","30.77","30.77","8.16","249","24","70","9.64","9.64","-54.59",
"Meyler, D","0","0","0","0","0","0","1","1","1","100","100","3.5","2","1","1","50","50","2.5","4","1","1","25","25","0.5","535","41","132","7.66","24.67","-176.25","2","1","285","22","83","7.72","29.12","-82.04","54","14","34","25.93","25.93","-17.33","276","23","75","8.33","8.33","-8.92",
"Moloney, D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","6","16","6.06","16.16","-25.5","60","5","38","1","3","2.63","7.89","-33.5","3","1","1","33.33","33.33","1","63","5","12","7.94","7.94","-18.5",
"Morgan, Mr Beau","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","182","24","64","13.19","35.16","-87.06","21","4","102","7","31","6.86","30.39","-76.87","32","14","25","43.75","43.75","4.19","143","16","48","11.19","11.19","-71.2",
"Mullen, Andrew","2","0","0","0","0","-2","12","0","0","0","0","-12","20","1","2","5","10","-13.5","34","1","5","2.94","14.71","-27.5","1138","98","283","8.61","24.87","-356.33","5","15","570","46","132","8.07","23.16","-161.31","82","22","51","26.83","26.83","-19.07","893","81","226","9.07","9.07","-228.78",
"Mullins, D E","0","0","0","0","0","0","2","0","0","0","0","-2","7","2","2","28.57","28.57","7","16","3","6","18.75","37.5","-0.17","880","88","254","10","28.86","-288.63","4","5","427","47","130","11.01","30.44","-104.6","95","28","46","29.47","29.47","-17.46","395","29","105","7.34","7.34","-168.24",
"Mullins, Mr P W","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","2","0","100","-2","323","105","190","32.51","58.82","-75.21","16","3","156","48","83","30.77","53.21","-47.7","174","84","130","48.28","48.28","-21.3","19","2","8","10.53","10.53","-0.25",
"Mulrennan, Paul","6","0","1","0","16.67","-6","17","3","6","17.65","35.29","11.42","27","4","9","14.81","33.33","4.17","43","6","14","13.95","32.56","-1.33","1541","186","485","12.07","31.47","-329.81","3","14","717","91","225","12.69","31.38","-206.98","263","78","160","29.66","29.66","-23.62","1206","150","389","12.44","12.44","-236.39",
"Nolan, D","4","0","1","0","25","-4","10","1","3","10","30","5","22","2","5","9.09","22.73","-3.75","35","4","11","11.43","31.43","-10.25","815","97","256","11.9","31.41","-168.16","2","8","553","68","173","12.3","31.28","-124.42","103","27","55","26.21","26.21","-13.7","647","81","209","12.52","12.52","-102.03",
"Noonan, G B","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","296","23","59","7.77","19.93","-53.5","27","7","148","11","29","7.43","19.59","-17","11","4","7","36.36","36.36","5.5","194","20","48","10.31","10.31","13",
"Obrien, P V","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","476","70","171","14.71","35.92","-92","93","15","261","41","105","15.71","40.23","-69.23","74","26","45","35.14","35.14","-3.77","276","49","110","17.75","17.75","-30.27",
"OKeeffe, Darragh","0","0","0","0","0","0","3","1","1","33.33","33.33","2.5","6","1","2","16.67","33.33","-0.5","10","1","3","10","30","-4.5","1108","92","284","8.3","25.63","-343.14","2","2","522","46","134","8.81","25.67","-126.19","86","24","50","27.91","27.91","-16.3","607","48","149","7.91","7.91","-136.22",
"OKeeffe, Sean F","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","7","0","0","0","0","-7","731","53","158","7.25","21.61","-211.27","35","21","312","27","76","8.65","24.36","-139.08","47","20","33","42.55","42.55","5.27","362","25","81","6.91","6.91","-50.26",
"Orr, Oisin","1","1","1","100","100","2.5","14","1","4","7.14","28.57","-10.5","20","2","6","10","30","-13","40","3","13","7.5","32.5","-14","1129","138","373","12.22","33.04","-325.56","1","1","631","72","189","11.41","29.95","-202.42","153","48","82","31.37","31.37","-3.98","788","87","239","11.04","11.04","-236.76",
"Osborne, Saffie","5","0","1","0","20","-5","11","0","2","0","18.18","-11","24","1","3","4.17","12.5","-17.5","34","1","6","2.94","17.65","-27.5","1242","160","389","12.88","31.32","-129.72","6","21","611","87","199","14.24","32.57","-34.27","134","49","80","36.57","36.57","14.99","871","121","290","13.89","13.89","38.2",
"OSullivan, Mr M J M","1","0","0","0","0","-1","2","0","0","0","0","-2","3","0","0","0","0","-3","8","1","2","12.5","25","3","746","64","213","8.58","28.55","-260.16","13","7","331","19","82","5.74","24.77","-177.65","86","23","49","26.74","26.74","-18.7","408","34","111","8.33","8.33","-67.71",
"Pinchin, Miss L M","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","1","2","33.33","66.67","2","393","41","103","10.43","26.21","-153.69","14","3","227","19","53","8.37","23.35","-109.59","36","11","16","30.56","30.56","-4.43","292","32","81","10.96","10.96","-89.73",
"Powell, Brendan","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","1","2","25","50","-1.5","883","72","245","8.15","27.75","-453.27","13","3","420","34","110","8.1","26.19","-230.13","72","25","44","34.72","34.72","3.27","586","59","178","10.07","10.07","-223.61",
"Power, I J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","67","6","12","8.96","17.91","-33.37","509","17","6","0","0","0","0","-6","5","2","5","40","40","0.13","32","4","7","12.5","12.5","-13.37",
"Pyle, William","1","1","1","100","100","4.5","2","1","1","50","50","3.5","10","1","4","10","40","-4.5","16","2","9","12.5","56.25","-7.25","452","43","131","9.51","28.98","-146.5","1","1","246","25","73","10.16","29.67","-46.91","48","12","33","25","25","-1.08","372","37","108","9.95","9.95","-96.5",
"Quinn, Caoilin","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","1","0","50","-2","421","56","152","13.3","36.1","-99.3","70","9","201","32","80","15.92","39.8","2.33","63","18","38","28.57","28.57","-13.42","331","44","128","13.29","13.29","-47.97",
"Rawlinson, Ali","1","0","0","0","0","-1","4","0","0","0","0","-4","7","0","0","0","0","-7","11","0","0","0","0","-11","710","74","197","10.42","27.75","-95.06","18","18","393","38","115","9.67","29.26","-85.29","57","16","30","28.07","28.07","-10.31","577","62","169","10.75","10.75","-49.06",
"Roche, T P","0","0","0","0","0","0","3","1","1","33.33","33.33","5","5","1","1","20","20","3","9","1","1","11.11","11.11","-1","117","5","25","4.27","21.37","-89.65","2","3","86","3","18","3.49","20.93","-69.75","8","2","6","25","25","-3.15","66","1","14","1.52","1.52","-58",
"Scott, Luke","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","193","23","58","11.92","30.05","-70.64","32","4","87","12","25","13.79","28.74","-12.22","22","8","18","36.36","36.36","3.16","158","19","47","12.03","12.03","-55.4",
"Scott, Rowan","0","0","0","0","0","0","0","0","0","0","0","0","13","1","5","7.69","38.46","-7","31","1","9","3.23","29.03","-25","913","72","265","7.89","29.03","-394.09","7","8","507","42","149","8.28","29.39","-192.75","58","12","32","20.69","20.69","-16.13","684","60","211","8.77","8.77","-241.09",
"Sexton, K C","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","1","0","50","-2","3","0","1","0","33.33","-3","268","17","47","6.34","17.54","-148.13","16","5","143","12","24","8.39","16.78","-55.63","19","6","11","31.58","31.58","1.87","134","12","29","8.96","8.96","-55.75",
"Sexton, Mr H E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","3","9","4.29","12.86","-21.5","18","3","51","1","5","1.96","9.8","-43.5","0","0","0","0","0","0","40","3","7","7.5","7.5","8.5",
"Shanahan, Mr L P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","2","3","6.9","10.34","-18","80","6","13","2","3","15.38","23.08","-2","1","1","1","100","100","1","10","0","0","0","0","-10",
"Sheehan, Gavin","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","66.67","66.67","6.5","12","3","5","25","41.67","0.75","1023","170","370","16.62","36.17","-25.66","6","2","536","86","176","16.04","32.84","45.62","176","66","108","37.5","37.5","-5.71","632","99","213","15.66","15.66","-74.57",
"Shinnick, J P","0","0","0","0","0","0","1","0","0","0","0","-1","3","1","1","33.33","33.33","4.5","6","1","1","16.67","16.67","1.5","270","23","59","8.52","21.85","-77.95","4","3","176","18","45","10.23","25.57","-20.95","24","7","12","29.17","29.17","1.8","169","17","41","10.06","10.06","-24.5",
"Slevin, J J","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","1","0","16.67","-6","13","0","2","0","15.38","-13","926","80","237","8.64","25.59","-332.34","23","16","479","29","115","6.05","24.01","-230.75","78","21","47","26.92","26.92","-18.96","443","34","112","7.67","7.67","-81.5",
