Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Garritty, Billy","2","0","0","0","0","-2","3","1","1","33.33","33.33","-1","8","1","2","12.5","25","-6","15","2","5","13.33","33.33","-4","880","102","263","11.59","29.89","41.9","3","3","445","51","127","11.46","28.54","39.66","87","28","51","32.18","32.18","-6.63","648","74","189","11.42","11.42","-128.85",
"Garritty, Jack","1","0","0","0","0","-1","1","0","0","0","0","-1","4","1","1","25","25","19","6","1","2","16.67","33.33","17","436","40","134","9.17","30.73","-148.74","6","4","210","16","64","7.62","30.48","-81.62","48","12","30","25","25","-7.24","310","33","102","10.65","10.65","-58.12",
"Ghiani, Marco","3","0","0","0","0","-3","6","1","1","16.67","16.67","-1","12","2","3","16.67","25","-1","22","4","7","18.18","31.82","0.83","769","97","249","12.61","32.38","-81.65","2","4","536","66","168","12.31","31.34","-200.2","118","41","71","34.75","34.75","2.62","532","75","184","14.1","14.1","-100.28",
"Gilligan, Jack G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","3","16.67","50","-1","244","11","45","4.51","18.44","-159.35","11","2","157","8","33","5.1","21.02","-120.35","12","5","8","41.67","41.67","6.65","117","7","30","5.98","5.98","-52.92",
"Gordon, Josephine","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","0","0","0","-5","14","0","0","0","0","-14","524","39","117","7.44","22.33","-166.63","55","22","275","21","60","7.64","21.82","-64.26","30","8","16","26.67","26.67","4.29","432","35","103","8.1","8.1","-97.88",
"Gray, S A","4","0","1","0","25","-4","4","0","1","0","25","-4","8","0","1","0","12.5","-8","19","1","4","5.26","21.05","-17.67","718","63","182","8.77","25.35","-110.07","11","15","332","33","87","9.94","26.2","-53.65","46","15","30","32.61","32.61","-1.85","497","39","120","7.85","7.85","-74.84",
"Greatrex, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","0","0","0","-5","114","8","23","7.02","20.18","-13.75","74","27","52","1","6","1.92","11.54","-18","6","1","5","16.67","16.67","-3.25","72","4","15","5.56","5.56","-50.25",
"Gunn, Molly","0","0","0","0","0","0","2","0","1","0","50","-2","4","1","2","25","50","-2.27","7","2","3","28.57","42.86","-1.77","163","13","31","7.98","19.02","-1.02","5","3","111","10","23","9.01","20.72","4.98","4","1","1","25","25","-2.27","128","8","23","6.25","6.25","-6.27",
"Hamill, Mikey","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","819","8","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Hanlon, Mr P","0","0","0","0","0","0","4","1","2","25","50","-1.62","11","1","2","9.09","18.18","-8.62","25","3","7","12","28","-6.62","170","11","43","6.47","25.29","-64.95","3","2","150","10","40","6.67","26.67","-46.62","10","2","5","20","20","-5.95","83","6","20","7.23","7.23","-17.5",
"Hardie, Cameron","5","0","1","0","20","-5","5","0","1","0","20","-5","15","0","1","0","6.67","-15","39","0","3","0","7.69","-39","1597","58","266","3.63","16.66","-914.88","20","51","797","26","117","3.26","14.68","-402.67","46","6","22","13.04","13.04","-30.71","1273","46","221","3.61","3.61","-808.87",
"Hart, Jason","4","1","1","25","25","-1.12","4","1","1","25","25","-1.12","24","2","11","8.33","45.83","-16.62","52","4","19","7.69","36.54","-28.62","1903","220","627","11.56","32.95","-455.2","1","1","967","100","305","10.34","31.54","-296.75","285","82","168","28.77","28.77","-39.77","1398","156","455","11.16","11.16","-315.72",
"Harvey, A","0","0","0","0","0","0","0","0","0","0","0","0","9","2","4","22.22","44.44","4.5","23","3","6","13.04","26.09","-7.83","244","28","81","11.48","33.2","-61.64","5","1","172","19","55","11.05","31.98","-41.09","25","10","16","40","40","3.15","107","11","33","10.28","10.28","-24.52",
"Harvey, Mr B W","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","10","0","1","0","10","-10","526","52","148","9.89","28.14","-124.73","20","14","239","17","42","7.11","17.57","-155.34","62","14","33","22.58","22.58","-27.19","283","24","73","8.48","8.48","-76.42",
"Havlin, Robert","1","1","1","100","100","1.63","1","1","1","100","100","1.63","5","2","4","40","80","2.13","22","3","6","13.64","27.27","-12.12","1209","184","452","15.22","37.39","-266.16","1","1","609","83","217","13.63","35.63","-156.35","190","76","125","40","40","-4.64","706","104","257","14.73","14.73","-121.74",
"Haynes, Joey","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","12","0","2","0","16.67","-12","540","37","108","6.85","20","-228.4","19","20","275","19","57","6.91","20.73","-78.49","26","8","16","30.77","30.77","-1.48","383","33","90","8.62","8.62","-93.73",
"Heard, Tyler","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","20","40","1.5","7","1","2","14.29","28.57","-0.5","315","24","79","7.62","25.08","-93.78","4","1","216","20","64","9.26","29.63","-22.78","19","7","12","36.84","36.84","3.14","235","16","53","6.81","6.81","-105.66",
"Hitchcott, Sam","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","16.67","-6","9","0","1","0","11.11","-9","161","8","33","4.97","20.5","-110.12","88","47","77","3","12","3.9","15.58","-54.87","6","2","4","33.33","33.33","-0.12","95","4","18","4.21","4.21","-66.75",
"Hogan, D E","1","0","0","0","0","-1","5","1","1","20","20","3","12","1","2","8.33","16.67","-4","19","2","3","10.53","15.79","4","816","81","242","9.93","29.66","-6.76","2","2","458","49","135","10.7","29.48","-24.81","64","19","38","29.69","29.69","-3.83","572","64","183","11.19","11.19","3.3",
"Hornby, Rob","2","1","1","50","50","3.5","3","1","1","33.33","33.33","2.5","13","3","4","23.08","30.77","10","34","3","7","8.82","20.59","-11","1301","124","342","9.53","26.29","-320.09","1","1","640","57","159","8.91","24.84","-215.79","132","30","76","22.73","22.73","-51.46","790","77","209","9.75","9.75","-138.81",
"Hutchinson, Callum","2","1","1","50","50","2","3","1","1","33.33","33.33","1","6","1","1","16.67","16.67","-2","15","2","4","13.33","26.67","-8.8","535","51","131","9.53","24.49","-138.35","1","1","319","28","79","8.78","24.76","-87.97","33","9","17","27.27","27.27","-0.19","432","46","112","10.65","10.65","-98.68",
"Jakes, Tommie","2","1","1","50","50","2.33","2","1","1","50","50","2.33","5","2","2","40","40","3.08","8","2","3","25","37.5","0.08","270","34","75","12.59","27.78","42.4","1","2","227","31","67","13.66","29.52","47.9","34","8","19","23.53","23.53","-7.23","235","30","68","12.77","12.77","10.77",
"Jamin, Pierre-Louis","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","-1.96","9","1","2","11.11","22.22","-7.96","403","49","122","12.16","30.27","-90.15","7","3","210","26","61","12.38","29.05","-21.04","42","15","30","35.71","35.71","-1.48","248","25","77","10.08","10.08","-63.46",
"Jary, Alex","2","0","0","0","0","-2","3","0","0","0","0","-3","7","0","2","0","28.57","-7","12","2","4","16.67","33.33","-4.3","358","26","81","7.26","22.63","-150.97","9","8","214","16","44","7.48","20.56","-78.55","20","4","10","20","20","-8.05","307","23","72","7.49","7.49","-115.5",
"Jones, Ethan","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","0","0","0","-6","12","0","1","0","8.33","-12","216","22","67","10.19","31.02","-94.85","17","14","198","21","61","10.61","30.81","-85.35","21","8","15","38.1","38.1","0.49","189","19","60","10.05","10.05","-79.05",
