Jockey,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Caffrey, Adam","10","1","2","10","20","9","22","1","3","4.55","13.64","-3","648","67","181","10.34","27.93","-95.22","4","6","340","36","98","10.59","28.82","-57.38","70","19","42","27.14","27.14","7.79","538","58","154","10.78","10.78","-38.3",
"Cagney, Eireann","1","0","0","0","0","-1","3","1","2","33.33","66.67","0.75","73","13","34","17.81","46.58","11.11","8","2","47","9","21","19.15","44.68","12.98","10","7","8","70","70","9.36","73","13","34","17.81","17.81","11.11",
"Callan, N","14","3","4","21.43","28.57","5.5","23","3","7","13.04","30.43","-3.5","944","118","302","12.5","31.99","-105.03","1","2","433","42","131","9.7","30.25","-149.1","134","42","85","31.34","31.34","-20.37","615","78","201","12.68","12.68","-42.48",
"Cannon, Tom J","2","0","0","0","0","-2","5","0","1","0","20","-5","781","112","239","14.34","30.6","-160.38","41","9","383","50","116","13.05","30.29","-117.92","99","43","57","43.43","43.43","10.12","459","59","132","12.85","12.85","-109.75",
"Carroll, G F","11","0","3","0","27.27","-11","25","1","8","4","32","-20.5","1029","94","263","9.14","25.56","-269.38","14","23","499","34","126","6.81","25.25","-157.57","93","26","55","27.96","27.96","-4.42","522","46","142","8.81","8.81","-167.18",
"Carson, William","9","0","1","0","11.11","-9","25","2","8","8","32","-9.5","899","55","185","6.12","20.58","-446.42","8","10","458","35","114","7.64","24.89","-173.95","53","17","34","32.08","32.08","-0.92","712","50","164","7.02","7.02","-299.97",
"Carver, Bryan","1","0","0","0","0","-1","4","0","1","0","25","-4","431","47","109","10.9","25.29","-153.37","42","7","250","23","58","9.2","23.2","-123.48","37","19","26","51.35","51.35","14.84","305","38","83","12.46","12.46","-64.54",
"Carver, William","2","1","1","50","50","9","5","1","1","20","20","6","275","22","60","8","21.82","-117.75","2","2","150","12","33","8","22","-66.75","21","3","9","14.29","14.29","-9.5","187","15","39","8.02","8.02","-79",
"Chalkley, Lewis","1","0","0","0","0","-1","2","0","0","0","0","-2","69","3","13","4.35","18.84","-52.75","31","7","50","2","9","4","18","-42.25","4","1","1","25","25","0","62","3","12","4.84","4.84","-45.75",
"Clarke, Alyse Jane","1","1","1","100","100","4","1","1","1","100","100","4","18","2","2","11.11","11.11","-6.5","4","1","18","2","2","11.11","11.11","-6.5","1","1","1","100","100","4","14","2","2","14.29","14.29","-2.5",
"Cleary, Jack","7","2","3","28.57","42.86","33","15","3","6","20","40","28.75","275","16","57","5.82","20.73","-117.29","6","5","160","11","38","6.88","23.75","-35.87","16","5","9","31.25","31.25","2.46","175","10","32","5.71","5.71","-63.42",
"Cleary, R P","13","1","2","7.69","15.38","-8.67","19","1","4","5.26","21.05","-14.67","814","39","149","4.79","18.3","-333.63","4","3","363","21","70","5.79","19.28","-70.38","40","9","21","22.5","22.5","-9.59","418","22","80","5.26","5.26","-64.75",
"Clutterbuck, Rhys","17","0","1","0","5.88","-17","26","0","4","0","15.38","-26","738","65","174","8.81","23.58","-241.14","15","31","401","37","94","9.23","23.44","-146.17","57","18","36","31.58","31.58","-6.14","512","53","137","10.35","10.35","-100.62",
"Coakley, Ross","10","1","4","10","40","-4.5","20","3","6","15","30","-7.79","720","86","222","11.94","30.83","-167.73","5","6","372","41","108","11.02","29.03","-70.94","79","26","45","32.91","32.91","-6.78","429","53","132","12.35","12.35","-83.08",
"Coen, Ben M","19","2","6","10.53","31.58","2","28","2","7","7.14","25","-7","1176","108","303","9.18","25.77","-447.33","4","6","593","50","161","8.43","27.15","-192.32","107","31","65","28.97","28.97","-8.24","600","53","147","8.83","8.83","-275.3",
"Coen, S","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","2","0","0","0","0","-2",
"Cole, Morgan","3","0","0","0","0","-3","8","0","1","0","12.5","-8","294","23","74","7.82","25.17","-176.66","18","11","197","15","50","7.61","25.38","-116.54","21","6","8","28.57","28.57","-4.24","245","22","70","8.98","8.98","-132.16",
"Colgan, R C","10","0","1","0","10","-10","17","0","2","0","11.76","-17","669","33","106","4.93","15.84","-87.71","77","87","310","14","49","4.52","15.81","103.75","19","6","9","31.58","31.58","-0.04","353","16","63","4.53","4.53","-133",
"Cosgrave, Pat","8","0","2","0","25","-8","17","2","4","11.76","23.53","-9.79","429","52","132","12.12","30.77","-121.19","14","16","193","24","53","12.44","27.46","-26.97","53","26","38","49.06","49.06","19.9","311","38","101","12.22","12.22","-91.93",
"Costello, Dougie","10","1","1","10","10","0","16","3","4","18.75","25","3.83","699","64","168","9.16","24.03","-213.64","6","8","327","26","75","7.95","22.94","-148.15","51","15","33","29.41","29.41","-12.05","532","53","134","9.96","9.96","-107.7",
"Coughlan, Laura","2","0","0","0","0","-2","4","0","0","0","0","-4","212","17","46","8.02","21.7","-20.17","35","12","102","6","16","5.88","15.69","-27.5","15","4","8","26.67","26.67","-3.67","174","14","37","8.05","8.05","-13.17",
"Cox, William","5","0","0","0","0","-5","7","0","0","0","0","-7","419","13","52","3.1","12.41","-198.5","51","40","247","8","31","3.24","12.55","-59.5","7","0","2","0","0","-7","281","9","40","3.2","3.2","-98.5",
"Crosse, Nathan","6","0","1","0","16.67","-6","16","0","2","0","12.5","-16","799","36","133","4.51","16.65","-151.59","17","23","329","14","60","4.26","18.24","-32.72","26","5","14","19.23","19.23","-7.17","442","22","81","4.98","4.98","-18.5",
"Crouch, Hector","23","6","10","26.09","43.48","4.13","41","8","16","19.51","39.02","13.46","972","150","335","15.43","34.47","-113.04","2","5","511","75","182","14.68","35.62","-95.73","176","56","103","31.82","31.82","-19.95","548","86","191","15.69","15.69","-14.62",
"Crowley, Jim","14","0","2","0","14.29","-14","28","1","6","3.57","21.43","-26","760","129","264","16.97","34.74","-74.29","14","28","396","53","122","13.38","30.81","-109.77","160","63","102","39.38","39.38","-0.11","396","52","129","13.13","13.13","-48.48",
"Currie, Nicola","3","0","0","0","0","-3","9","1","1","11.11","11.11","1","285","14","41","4.91","14.39","-75.59","11","8","99","7","16","7.07","16.16","63.33","4","2","3","50","50","2.25","202","12","34","5.94","5.94","-7.59",
"Dace, Jack","3","0","0","0","0","-3","6","0","1","0","16.67","-6","13","1","2","7.69","15.38","-6.5","26","11","13","1","2","7.69","15.38","-6.5","1","0","0","0","0","-1","13","1","2","7.69","7.69","-6.5",
"Daly, Mr Frederick","1","0","0","0","0","-1","2","0","0","0","0","-2","27","2","7","7.41","25.93","-14.27","86","16","24","1","5","4.17","20.83","-13","3","1","2","33.33","33.33","-1.27","23","2","7","8.7","8.7","-10.27",
"David, Mr Robbie","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","9999","9999","4","0","0","0","0","-4","0","0","0","0","0","0","2","0","0","0","0","-2",
"Dawson, R","10","2","3","20","30","0.5","21","3","6","14.29","28.57","-6.17","558","60","168","10.75","30.11","-91.31","5","5","179","14","48","7.82","26.82","-91.44","81","19","46","23.46","23.46","-25.06","368","40","112","10.87","10.87","-101.1",
"Deutsch, Charlie","2","0","0","0","0","-2","2","0","0","0","0","-2","616","79","181","12.82","29.38","-236.5","44","11","346","53","110","15.32","31.79","-97.93","114","34","65","29.82","29.82","-23.71","459","64","136","13.94","13.94","-143.18",
"Dobbs, Pat","10","0","4","0","40","-10","14","0","5","0","35.71","-14","394","43","129","10.91","32.74","-116.48","40","34","172","21","59","12.21","34.3","-18.55","42","16","27","38.1","38.1","1.67","185","19","65","10.27","10.27","-41.92",
"Dobie, Georgia","5","1","2","20","40","0","11","1","2","9.09","18.18","-6","442","23","80","5.2","18.1","-228.75","3","3","250","15","43","6","17.2","-112.5","18","3","8","16.67","16.67","-8.75","340","18","67","5.29","5.29","-170.25",
"Doyle, Hollie","19","3","9","15.79","47.37","-12.19","44","8","18","18.18","40.91","-14.86","1759","236","563","13.42","32.01","-462.06","1","1","993","125","331","12.59","33.33","-340.06","286","93","165","32.52","32.52","-34.29","1211","157","367","12.96","12.96","-308.47",
"Doyle, James","20","4","7","20","35","-10.84","33","6","14","18.18","42.42","-15.71","867","165","364","19.03","41.98","-209.93","2","4","437","81","180","18.54","41.19","-118.94","276","104","180","37.68","37.68","-39.19","385","66","141","17.14","17.14","-68.42",
"Eaves, Tom","17","0","2","0","11.76","-17","30","1","4","3.33","13.33","-20.5","1339","106","326","7.92","24.35","-365.86","9","22","706","57","173","8.07","24.5","-161.49","74","23","48","31.08","31.08","-10.45","959","72","241","7.51","7.51","-315.79",
"Edmunds, Lewis","10","1","4","10","40","-4.5","21","1","6","4.76","28.57","-15.5","930","105","278","11.29","29.89","-160.93","1","1","509","61","171","11.98","33.6","-140.83","107","36","66","33.64","33.64","10.74","719","95","239","13.21","13.21","-14.17",
"Egan, David","22","1","7","4.55","31.82","-15.5","42","4","12","9.52","28.57","-22.5","1554","184","494","11.84","31.79","-349.23","2","4","758","95","242","12.53","31.93","-73.16","166","56","105","33.73","33.73","-5.22","926","103","270","11.12","11.12","-134.47",
"Egan, John","6","0","0","0","0","-6","13","0","0","0","0","-13","410","30","92","7.32","22.44","-213.65","24","18","179","9","38","5.03","21.23","-102.67","28","9","19","32.14","32.14","-0.65","302","26","79","8.61","8.61","-120.98",
"Elliott, Rhys","13","0","2","0","15.38","-13","19","1","4","5.26","21.05","-10.5","107","11","33","10.28","30.84","-19.42","14","19","105","11","33","10.48","31.43","-17.42","11","3","4","27.27","27.27","0.08","98","10","29","10.2","10.2","-15.42",
"Fahy, J P","2","0","2","0","100","-2","3","0","2","0","66.67","-3","312","42","105","13.46","33.65","-45.17","35","11","102","14","37","13.73","36.27","-18.61","31","13","20","41.94","41.94","6.87","169","19","48","11.24","11.24","-22.93",
"Fallon, Cieren","16","1","4","6.25","25","-13","37","3","12","8.11","32.43","-26.25","879","116","274","13.2","31.17","-213.95","7","13","379","58","118","15.3","31.13","-76.69","113","38","61","33.63","33.63","-11.48","541","68","160","12.57","12.57","-131.01",
"Fanning, Joe","28","1","11","3.57","39.29","-22.5","44","4","15","9.09","34.09","-19.17","960","144","330","15","34.38","-49.79","6","25","562","80","196","14.23","34.88","-51.2","143","50","90","34.97","34.97","-2.95","752","110","254","14.63","14.63","-55.95",
"Farragher, Adam J","11","1","2","9.09","18.18","-5","27","4","5","14.81","18.52","-12.5","840","89","208","10.6","24.76","-223.22","4","6","483","45","110","9.32","22.77","-122.4","84","33","56","39.29","39.29","12.2","585","68","155","11.62","11.62","-128.67",
"Feilden, Sam","3","0","0","0","0","-3","8","1","1","12.5","12.5","0","151","12","41","7.95","27.15","-57.25","9","4","78","5","17","6.41","21.79","-39.75","8","2","6","25","25","-2.25","131","11","37","8.4","8.4","-50.25",
"Fentiman, Duran","19","2","6","10.53","31.58","-4.5","26","2","6","7.69","23.08","-11.5","624","30","112","4.81","17.95","-250.06","1","2","300","23","68","7.67","22.67","-18.59","23","3","10","13.04","13.04","-16.22","510","28","98","5.49","5.49","-143.59",
"Fisher, Taylor","6","0","3","0","50","-6","12","1","4","8.33","33.33","-1","509","61","163","11.98","32.02","-160.9","11","8","173","18","53","10.4","30.64","-73.63","59","22","36","37.29","37.29","10.86","429","48","138","11.19","11.19","-169.62",
"Foley, Shane","24","0","7","0","29.17","-24","40","2","13","5","32.5","-32.17","1244","137","386","11.01","31.03","-209.64","11","37","666","77","202","11.56","30.33","-91.39","158","32","88","20.25","20.25","-68.21","592","55","174","9.29","9.29","-141.27",
"Fraser, Kaiya","7","0","1","0","14.29","-7","17","3","6","17.65","35.29","9","258","33","91","12.79","35.27","-55.53","9","9","128","12","42","9.38","32.81","-57.92","45","12","24","26.67","26.67","-10.61","225","31","83","13.78","13.78","-45.53",
"Garritty, Billy","9","1","4","11.11","44.44","0","17","1","5","5.88","29.41","-8","882","102","263","11.56","29.82","40.78","6","8","445","51","127","11.46","28.54","48.66","87","28","51","32.18","32.18","-5.75","652","75","190","11.5","11.5","-129.97",
"Garritty, Jack","4","1","2","25","50","19","9","1","3","11.11","33.33","14","440","40","135","9.09","30.68","-152.74","2","2","212","16","64","7.55","30.19","-83.62","48","12","30","25","25","-7.24","313","33","103","10.54","10.54","-61.12",
"Ghiani, Marco","10","2","4","20","40","0.33","21","4","7","19.05","33.33","1.83","768","97","253","12.63","32.94","-82.15","2","4","534","67","172","12.55","32.21","-193.37","119","41","73","34.45","34.45","1.62","531","74","186","13.94","13.94","-104.28",
"Gillard, Fergus","0","0","0","0","0","0","0","0","0","0","0","0","280","35","82","12.5","29.29","-68.24","61","5","148","21","42","14.19","28.38","-0.45","35","16","27","45.71","45.71","13.38","204","29","67","14.22","14.22","-54.65",
"Gingell, Mr Frederick","2","2","2","100","100","2.58","6","2","2","33.33","33.33","-1.42","268","44","106","16.42","39.55","-38.59","1","1","187","32","66","17.11","35.29","-12.82","59","18","32","30.51","30.51","-14.84","230","34","88","14.78","14.78","-44.8",
"Gordon, Josephine","8","0","0","0","0","-8","15","0","1","0","6.67","-15","524","39","117","7.44","22.33","-166.63","51","19","280","21","61","7.5","21.79","-69.26","30","8","16","26.67","26.67","4.29","431","35","103","8.12","8.12","-96.88",
"Greatrex, Thomas","3","0","0","0","0","-3","5","0","0","0","0","-5","115","8","23","6.96","20","-14.75","70","26","52","2","7","3.85","13.46","-12","6","1","5","16.67","16.67","-3.25","72","4","15","5.56","5.56","-50.25",
"Halpin, G P","1","0","0","0","0","-1","4","1","1","25","25","3.5","206","5","27","2.43","13.11","-174.4","14","4","94","3","9","3.19","9.57","-68.25","9","3","5","33.33","33.33","0.1","99","3","13","3.03","3.03","-72.75",
"Hampson, Brodie","1","0","0","0","0","-1","3","1","1","33.33","33.33","1","136","15","39","11.03","28.68","-0.37","12","3","83","9","25","10.84","30.12","21.5","19","4","11","21.05","21.05","-4.62","124","14","37","11.29","11.29","6.13",
"Hardie, Cameron","22","0","1","0","4.55","-22","39","0","3","0","7.69","-39","1597","58","265","3.63","16.59","-914.88","16","45","797","26","116","3.26","14.55","-402.67","46","6","22","13.04","13.04","-30.71","1273","46","220","3.61","3.61","-808.87",
"Harding, James","0","0","0","0","0","0","1","0","1","0","100","-1","13","0","7","0","53.85","-13","1473","21","7","0","5","0","71.43","-7","0","0","0","0","0","0","13","0","7","0","0","-13",
"Harnett, P A","1","0","0","0","0","-1","3","0","0","0","0","-3","241","14","52","5.81","21.58","61.83","183","67","127","4","32","3.15","25.2","-107","13","2","7","15.38","15.38","-5","166","11","40","6.63","6.63","-96.17",
"Harris, Bradley","1","0","1","0","100","-1","3","0","2","0","66.67","-3","256","41","96","16.02","37.5","23.16","106","30","147","17","54","11.56","36.73","21.39","47","17","28","36.17","36.17","-3.84","188","28","66","14.89","14.89","26",
"Harrison, Liam","2","0","0","0","0","-2","3","0","1","0","33.33","-3","365","44","110","12.05","30.14","-56.33","128","47","187","23","53","12.3","28.34","-47.86","64","22","38","34.38","34.38","-4.46","257","38","80","14.79","14.79","29.84",
"Hart, Jason","32","1","13","3.13","40.63","-27","52","2","18","3.85","34.62","-36","1905","219","631","11.5","33.12","-461.95","6","27","969","99","309","10.22","31.89","-296.63","285","82","168","28.77","28.77","-40.02","1399","156","459","11.15","11.15","-316.97",
"Hassett, M W","17","2","3","11.76","17.65","-3","30","6","10","20","33.33","20","401","44","123","10.97","30.67","-47.04","4","4","315","39","102","12.38","32.38","3.21","46","12","27","26.09","26.09","0.13","334","41","107","12.28","12.28","4.21",
"Hayes, Amy Jo","3","0","1","0","33.33","-3","5","0","1","0","20","-5","131","9","27","6.87","20.61","-8","79","32","74","4","18","5.41","24.32","-19","2","1","2","50","50","1.5","110","9","26","8.18","8.18","13",
"Hayes, C D","19","2","4","10.53","21.05","-7.17","33","2","5","6.06","15.15","-21.17","1353","109","380","8.06","28.09","-672.18","2","2","640","50","168","7.81","26.25","-322.87","139","35","81","25.18","25.18","-46.79","731","50","187","6.84","6.84","-360.18",
"Haynes, Joey","6","0","1","0","16.67","-6","16","0","3","0","18.75","-16","541","37","109","6.84","20.15","-229.4","15","18","274","20","58","7.3","21.17","-73.16","26","8","16","30.77","30.77","-1.48","383","33","90","8.62","8.62","-93.73",
"Heard, Tyler","4","0","1","0","25","-4","7","0","1","0","14.29","-7","317","23","78","7.26","24.61","-102.28","29","21","214","19","63","8.88","29.44","-27.28","19","7","12","36.84","36.84","3.14","237","15","52","6.33","6.33","-114.16",
"Heffernan, J A","3","0","1","0","33.33","-3","8","0","3","0","37.5","-8","1080","109","302","10.09","27.96","-211.5","15","12","491","45","132","9.16","26.88","-100.06","106","42","80","39.62","39.62","8.14","519","28","115","5.39","5.39","-201.16",
"Hitchcott, Sam","4","0","1","0","25","-4","7","0","1","0","14.29","-7","161","8","33","4.97","20.5","-110.12","84","44","77","3","13","3.9","16.88","-54.87","6","2","4","33.33","33.33","-0.12","94","4","18","4.26","4.26","-65.75",
"Hogan, D E","9","1","2","11.11","22.22","6","20","1","3","5","15","-5","812","81","242","9.98","29.8","2.24","6","7","458","49","137","10.7","29.91","1.19","64","19","38","29.69","29.69","-3.83","570","64","183","11.23","11.23","10.3",
"Horgan, C","3","0","0","0","0","-3","6","0","0","0","0","-6","320","13","41","4.06","12.81","-111.42","16","8","168","7","19","4.17","11.31","-10.17","12","2","7","16.67","16.67","-4.75","237","11","33","4.64","4.64","-98.17",
"Horgan, H J","5","1","3","20","60","-1.75","6","1","3","16.67","50","-2.75","212","28","57","13.21","26.89","150.91","2","1","115","16","37","13.91","32.17","132.86","27","11","17","40.74","40.74","6.41","142","13","37","9.15","9.15","133",
"Hornby, Rob","17","0","2","0","11.76","-17","31","0","4","0","12.9","-31","1308","122","345","9.33","26.38","-344.59","15","33","643","55","160","8.55","24.88","-239.41","135","31","79","22.96","22.96","-48.96","792","74","210","9.34","9.34","-163.81",
"Houlihan, Sean M","3","0","0","0","0","-3","5","0","0","0","0","-5","492","24","92","4.88","18.7","-274.05","80","22","239","8","42","3.35","17.57","-141.43","16","4","8","25","25","-7.3","294","19","66","6.46","6.46","-92.62",
"Howarth, Christian","4","1","2","25","50","4.5","10","1","4","10","40","-1.5","483","32","106","6.63","21.95","-96.84","7","4","275","13","49","4.73","17.82","-193.92","26","6","11","23.08","23.08","-8.17","394","26","91","6.6","6.6","-88.67",
"Hughes, Brian","10","1","3","10","30","-3","19","2","5","10.53","26.32","-8.75","1547","241","564","15.58","36.46","-349.19","5","6","689","93","230","13.5","33.38","-147.77","311","100","174","32.15","32.15","-76.23","1050","150","352","14.29","14.29","-278.51",
"Hutchinson, Callum","8","1","3","12.5","37.5","-5.8","14","1","5","7.14","35.71","-11.8","531","50","130","9.42","24.48","-138.35","7","8","317","27","78","8.52","24.61","-89.97","33","9","17","27.27","27.27","-0.19","428","45","111","10.51","10.51","-98.68",
"Jakes, Tommie","4","0","1","0","25","-4","8","1","3","12.5","37.5","-5.25","267","32","73","11.99","27.34","37.32","12","7","224","29","65","12.95","29.02","42.82","33","7","18","21.21","21.21","-10.56","233","29","67","12.45","12.45","8.44",
"Jamin, Pierre-Louis","7","1","2","14.29","28.57","-5.96","11","1","2","9.09","18.18","-9.96","406","49","124","12.07","30.54","-93.15","3","3","212","26","61","12.26","28.77","-23.04","44","15","32","34.09","34.09","-3.48","251","25","79","9.96","9.96","-66.46",
"Jary, Alex","6","2","3","33.33","50","1.7","10","3","4","30","40","8.7","354","26","80","7.34","22.6","-146.97","5","4","213","16","44","7.51","20.66","-77.55","20","4","10","20","20","-8.05","303","23","71","7.59","7.59","-111.5",
"Johns, Alan","0","0","0","0","0","0","0","0","0","0","0","0","334","30","83","8.98","24.85","-85.71","140","29","155","9","35","5.81","22.58","-90","26","7","10","26.92","26.92","-2.42","241","27","70","11.2","11.2","-23.21",
"Jones, Ben R","4","1","1","25","25","3","10","2","5","20","50","1.33","610","90","219","14.75","35.9","-27.4","1","1","390","59","149","15.13","38.21","11.85","96","31","59","32.29","32.29","-19.23","385","61","146","15.84","15.84","-12.64",
"Jones, Ethan","6","0","1","0","16.67","-6","11","1","2","9.09","18.18","-1","212","22","67","10.38","31.6","-90.85","13","10","195","21","62","10.77","31.79","-82.35","21","8","15","38.1","38.1","0.49","187","19","60","10.16","10.16","-77.05",
"Jordan, Megan","0","0","0","0","0","0","1","0","0","0","0","-1","27","7","12","25.93","44.44","11.75","25","3","19","6","9","31.58","47.37","15.75","7","4","6","57.14","57.14","7.75","27","7","12","25.93","25.93","11.75",
"Joyce, Wesley","14","1","3","7.14","21.43","3","27","2","5","7.41","18.52","-2","376","33","91","8.78","24.2","-98.04","6","10","355","31","83","8.73","23.38","-94.54","28","9","17","32.14","32.14","3.46","285","30","78","10.53","10.53","-69.54",
"Kavanagh, Ryan","2","0","1","0","50","-2","7","1","3","14.29","42.86","-5.56","71","5","15","7.04","21.13","-40.73","8","3","52","4","12","7.69","23.08","-27.23","3","1","2","33.33","33.33","-1.56","63","5","14","7.94","7.94","-32.73",
"Keane, C T","10","2","3","20","30","26.1","33","5","13","15.15","39.39","12.68","1620","229","579","14.14","35.74","-346.88","6","4","812","129","305","15.89","37.56","-128.08","332","100","189","30.12","30.12","-50","824","102","265","12.38","12.38","-139.98",
"Kearney, J","7","0","0","0","0","-7","12","0","2","0","16.67","-12","526","35","118","6.65","22.43","-50.27","35","24","263","13","58","4.94","22.05","-50.7","35","8","25","22.86","22.86","-11.27","382","25","92","6.54","6.54","-56.7",
"Keeley, Aidan","13","4","5","30.77","38.46","21.73","17","5","6","29.41","35.29","25.23","650","71","190","10.92","29.23","-111.96","1","3","304","42","98","13.82","32.24","-57.5","45","19","30","42.22","42.22","5.88","547","61","168","11.15","11.15","-114.9",
"Keenan, Darragh","10","2","2","20","20","1.5","27","3","5","11.11","18.52","-12.62","882","64","178","7.26","20.18","-241.86","5","7","410","33","94","8.05","22.93","-181.03","46","17","25","36.96","36.96","2.43","585","48","136","8.21","8.21","-97.45",
"Keniry, L P","6","1","1","16.67","16.67","-2.25","15","2","2","13.33","13.33","1.75","563","38","104","6.75","18.47","-135.66","7","6","338","22","62","6.51","18.34","-166.26","18","6","8","33.33","33.33","-5.24","385","27","81","7.01","7.01","-98.67",
"Kennedy, K G","6","0","2","0","33.33","-6","15","2","6","13.33","40","-10.43","199","25","60","12.56","30.15","-4.86","8","7","199","25","60","12.56","30.15","-4.86","32","10","17","31.25","31.25","3.31","179","23","54","12.85","12.85","9.24",
